SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
1998,Sheryl Swoopes,HOU,1.78,2.69,4.47,3206.5,31.3,108.5,87.9,20.6,106.0,99.3,6.7,13.9,1605.3,1601.2,502.1,496.7,29,32.3,15.6,5.1,2.1,2.5,0.5,2.0,14.0,3.0,42.7,36.0,26.8,8.8,2.3,6.5,3.7,4.3,0.8,3.4,5.1,100072
1998,Cynthia Cooper,HOU,2.9,0.9,3.8,3596.6,36.7,109.9,90.8,19.1,96.3,88.9,7.4,11.7,1799.0,1797.6,308.4,300.3,30,35.0,22.7,3.7,4.4,1.6,0.4,3.2,15.2,8.2,44.6,40.0,36.1,5.8,1.3,4.5,7.0,2.5,0.6,5.0,3.1,100073
1998,Rebecca Lobo,NYL,1.34,2.37,3.71,3021.7,25.7,100.9,90.7,10.2,91.9,103.5,-11.6,21.8,1513.8,1507.9,564.9,569.2,30,29.1,11.7,6.9,1.5,0.6,1.1,2.2,9.4,3.1,48.4,30.8,21.6,12.8,4.3,8.5,2.7,1.1,2.0,4.1,3.1,100002
1998,Monica Lamb,HOU,2.09,1.01,3.1,2211.4,15.2,110.8,89.8,21.1,104.6,91.4,13.2,7.9,1108.7,1102.7,998.7,995.2,30,21.6,5.4,4.7,0.3,0.8,0.7,0.9,4.1,1.4,54.1,0.0,13.7,12.1,5.3,6.8,0.8,2.0,1.8,2.3,3.8,100207
1998,Kim Perrot,HOU,2.02,0.72,2.74,3399.4,19.4,108.8,91.1,17.7,104.1,88.4,15.7,2.1,1701.9,1697.5,405.5,400.4,30,32.9,8.5,3.1,4.7,2.8,0.0,2.7,7.3,2.3,40.4,26.9,14.2,5.2,1.0,4.2,8.0,4.7,0.0,4.6,4.7,100083
1998,Tina Thompson,HOU,1.14,1.56,2.7,2988.8,24.5,107.6,89.7,17.9,108.5,92.6,16.0,1.9,1495.7,1493.1,611.7,604.8,27,32.3,12.7,7.1,0.9,1.1,0.9,1.7,10.7,2.7,41.9,35.9,21.9,12.3,4.2,8.1,1.5,2.0,1.6,3.0,3.6,100076
1998,Marlies Askamp,PHO,1.76,0.86,2.62,1111.3,27.7,110.0,90.7,19.3,100.4,94.8,5.6,13.6,549.2,562.1,1584.9,1583.2,26,12.2,5.3,3.3,0.5,0.5,0.3,0.8,4.0,2.4,47.1,0.0,23.3,14.3,6.0,8.2,2.0,2.0,1.2,3.7,3.2,100037
1998,Umeki Webb,PHO,0.16,2.38,2.54,2954.3,15.4,100.8,90.7,10.1,107.6,100.4,7.2,2.9,1479.0,1475.3,655.0,670.0,30,28.2,5.3,3.9,3.1,1.6,0.7,1.4,5.3,2.0,36.3,28.6,10.2,7.4,3.0,4.4,5.9,3.0,1.3,2.6,4.3,100035
1998,Yolanda Moore,HOU,1.4,1.06,2.46,1838.4,12.1,109.1,89.5,19.6,107.0,91.4,15.6,4.0,923.2,915.2,1184.2,1182.7,30,17.7,3.3,2.9,0.3,0.9,0.0,0.7,2.4,1.4,45.1,50.0,10.0,8.8,3.3,5.5,1.0,2.7,0.0,2.0,2.7,100085
1998,Jennifer Gillom,PHO,0.92,1.52,2.44,3396.0,39.3,102.0,93.0,8.9,106.6,96.4,10.2,-1.3,1699.8,1696.2,434.3,449.2,30,32.1,20.9,7.3,1.4,1.7,0.3,3.0,16.4,6.5,46.5,37.8,34.8,12.2,3.4,8.7,2.3,2.8,0.6,4.9,3.4,100030
1998,Andrea Stinson,CHA,1.32,1.02,2.34,3747.4,28.8,101.7,95.1,6.5,94.6,95.3,-0.8,7.3,1861.8,1885.5,251.7,257.0,30,34.9,15.0,4.6,4.5,1.8,0.5,2.6,13.8,3.3,41.8,28.2,22.7,7.0,1.5,5.5,6.8,2.7,0.8,3.9,3.5,100059
1998,Eva Nemcova,CLE,1.56,0.6,2.16,3437.3,22.0,102.9,96.2,6.7,96.3,101.6,-5.3,12.0,1719.4,1717.9,428.7,432.9,30,32.4,11.9,3.7,2.2,1.1,0.7,2.1,9.4,2.5,46.6,45.2,19.6,6.1,1.5,4.6,3.7,1.8,1.2,3.5,3.0,100091
