SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS,GP_PG,MIN_PG,FGA_PG,FTA_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FG_PCT_PG,FG3_PCT_PG,TEAM_ABBREVIATION,GP,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,USG_PCT,STOCKS_100
2024,Amy Atwell,1631056,163.9,0.0,163.9,115.1,132.9,-17.8,181.8,2.4,2.0,154.7,152.0,4.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHO,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,Marquesha Davis,1642301,221.1,100.0,121.1,107.8,102.3,5.5,115.6,5.9,5.0,827.5,822.8,10.9,1,3.3,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,50.0,100.0,NYL,1,50.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,33.9,0.0
2024,Caitlin Bickle,1641698,140.0,50.0,90.0,109.1,108.6,0.5,89.5,5.0,4.0,516.8,511.0,9.0,3,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,CON,3,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,Astou Ndour-Fall,203838,140.0,50.0,90.0,109.1,108.6,0.5,89.5,5.0,4.0,516.8,511.0,9.0,3,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,CON,3,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
2024,Natasha Cloud,204333,120.5,127.7,-7.2,69.3,160.5,-91.2,84.1,142.7,137.8,14.4,16.2,280.5,2,36.4,17.5,3.0,24.5,5.5,10.0,1.0,0.5,3.0,54.3,46.2,PHO,2,33.3,7.5,0.0,7.5,13.6,1.4,0.7,4.1,30.6,2.0999999999999996
2024,Gabby Williams,1628931,101.0,103.5,-2.5,36.8,117.8,-81.1,78.6,137.6,142.0,10.9,11.9,279.6,2,37.1,15.5,1.5,17.0,6.5,2.5,0.5,0.5,2.0,45.2,33.3,SEA,2,23.6,9.0,1.4,7.6,3.5,0.7,0.7,2.8,26.4,1.4
2024,Haley Jones,1641650,128.3,91.0,37.3,96.4,123.0,-26.5,63.8,30.4,33.0,116.2,117.1,63.4,2,8.8,3.5,1.0,4.0,1.0,0.5,0.5,0.0,1.0,42.9,0.0,ATL,2,23.5,5.9,0.0,5.9,2.9,2.9,0.0,5.9,32.5,2.9
2024,Kelsey Mitchell,1628909,98.4,115.0,-16.6,102.5,180.0,-77.5,61.0,147.4,148.7,4.9,5.0,296.1,2,38.5,19.0,1.0,19.0,3.0,4.0,0.0,0.0,4.5,42.1,26.3,IND,2,24.7,3.9,1.9,1.9,5.2,0.0,0.0,5.8,32.5,0.0
2024,Caitlin Clark,1642286,99.1,114.8,-15.8,87.2,161.3,-74.1,58.3,145.4,146.3,6.9,7.4,291.6,2,38.2,20.0,2.0,18.0,5.0,8.5,2.0,1.0,2.5,35.0,20.0,IND,2,23.7,6.6,0.7,5.9,11.2,2.6,1.3,3.3,32.2,3.9000000000000004
2024,Lorela Cubaj,1631032,125.4,96.4,28.9,95.1,122.9,-27.8,56.7,38.3,39.4,108.3,110.7,77.7,2,10.8,1.0,0.0,1.0,2.5,0.5,0.5,0.0,0.0,50.0,0.0,ATL,2,5.0,12.5,2.5,10.0,2.5,2.5,0.0,0.0,5.2,2.5
