SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS
1998,Sheryl Swoopes,100072,107.7,89.5,18.2,72.0,148.9,-76.9,95.0,320.3,325.0,25.0,22.8,645.2
1998,Rhonda Mapp,100060,107.4,113.7,-6.3,23.2,121.2,-98.0,91.7,117.3,111.7,25.9,28.9,229.0
1998,Tina Thompson,100076,108.9,91.3,17.6,63.3,120.3,-57.1,74.6,316.8,322.0,28.4,25.8,638.9
1998,Rushia Brown,100097,92.1,82.6,9.5,95.0,110.9,-15.9,25.4,34.8,36.3,170.6,166.8,71.1
1998,Janice Braxton,100087,98.9,103.5,-4.5,82.9,111.5,-28.7,24.1,148.6,143.0,56.7,60.1,291.6
1998,Umeki Webb,100035,105.1,95.9,9.2,90.7,97.1,-6.4,15.6,264.4,263.8,143.3,146.2,528.2
1998,Merlakia Jones,100092,90.4,94.9,-4.6,99.4,118.6,-19.2,14.7,111.8,109.6,93.6,93.6,221.3
1998,Bridget Pettis,100031,103.8,96.5,7.3,88.7,96.0,-7.3,14.6,307.4,307.9,100.4,102.1,615.2
1998,Tracy Reid,100182,93.0,115.0,-21.9,81.8,117.8,-36.0,14.1,132.2,128.7,11.0,11.9,260.9
1998,Maria Stepanova,100227,91.4,75.3,16.1,101.0,98.4,2.6,13.5,38.3,35.8,369.4,374.2,74.1
1998,Marlies Askamp,100037,95.5,84.9,10.6,100.9,98.3,2.6,8.0,60.7,60.0,347.0,350.0,120.8
1998,Yolanda Moore,100085,106.7,91.9,14.7,104.4,94.1,10.3,4.4,106.9,109.9,238.4,237.9,216.8
1998,Andrea Stinson,100059,93.4,116.1,-22.8,82.5,107.5,-25.0,2.3,127.4,125.7,15.8,14.9,253.2
1998,Christy Smith,100181,85.5,107.4,-21.9,94.2,117.7,-23.5,1.6,32.8,33.5,110.4,107.1,66.3
1998,Michelle Edwards,100088,98.7,109.8,-11.1,78.7,90.6,-11.9,0.7,162.1,161.2,43.2,42.0,323.3
1998,Janeth Arcain,100075,108.8,97.8,11.0,102.3,90.2,12.1,-1.1,148.8,148.2,196.4,199.6,297.0
1998,Michelle Brogan,100221,97.6,94.3,3.3,106.0,101.1,4.9,-1.6,287.9,287.4,119.8,122.6,575.2
1998,Toni Foster,100033,112.1,110.3,1.8,97.1,92.8,4.3,-2.5,79.4,82.5,328.4,327.5,161.8
1998,Michele Timms,100029,102.7,99.6,3.1,86.2,78.8,7.4,-4.3,342.8,346.5,65.0,63.5,689.3
1998,Brandy Reed,100225,91.0,90.7,0.4,103.3,98.5,4.8,-4.4,106.6,111.4,301.2,298.6,218.0
1998,Suzie McConnell Serio,100187,96.7,109.8,-13.1,83.2,87.9,-4.7,-8.4,171.7,166.7,33.6,36.4,338.4
1998,Kristi Harrower,100222,87.4,90.9,-3.6,105.7,98.7,7.1,-10.6,125.9,124.3,281.8,285.7,250.2
1998,Raegan Scott,100049,76.4,97.4,-21.1,98.8,108.0,-9.3,-11.8,39.3,42.1,166.0,161.0,81.4
1998,Eva Nemcova,100091,97.1,111.0,-13.8,85.8,87.6,-1.8,-12.0,157.5,158.6,47.8,44.5,316.1
1998,Cynthia Cooper,100073,105.6,94.6,11.0,94.5,69.8,24.7,-13.7,331.5,332.0,13.8,15.8,663.6
1998,Kim Perrot,100083,105.3,95.3,10.1,103.5,79.1,24.4,-14.4,306.6,308.6,38.6,39.2,615.2
1998,Andrea Kuklova,100224,84.3,93.8,-9.6,103.3,96.9,6.4,-16.0,68.8,69.3,338.9,340.7,138.1
1998,Jennifer Gillom,100030,101.8,100.0,1.9,87.9,69.6,18.3,-16.4,356.5,361.2,51.2,48.8,717.7
1998,Sharon Manning,100063,64.7,100.9,-36.3,102.9,120.6,-17.7,-18.5,40.2,38.6,103.0,102.0,78.8
1998,Tora Suber,100062,93.1,117.8,-24.7,80.0,83.6,-3.6,-21.1,133.2,129.8,10.0,10.8,263.0
1998,Vicky Bullett,100058,91.9,118.1,-26.2,93.8,96.6,-2.8,-23.4,121.9,122.0,21.3,18.6,243.8
1998,Monica Lamb,100207,92.6,94.6,-2.0,118.2,92.2,26.0,-28.0,176.1,176.5,169.2,171.3,352.6
1998,Adrienne Johnson,100100,39.4,85.3,-45.9,99.7,107.9,-8.2,-37.6,17.8,18.8,187.6,184.4,36.5
1998,Isabelle Fijalkowski,100089,95.0,111.5,-16.5,90.1,63.1,27.0,-43.4,183.1,179.4,22.2,23.8,362.5
1998,Tammy Jackson,100077,67.3,113.4,-46.1,107.4,92.4,14.9,-61.0,19.3,16.8,326.0,331.0,36.1
1998,Andrea Congreaves,100065,18.2,132.0,-113.8,98.3,113.5,-15.2,-98.6,11.0,12.9,132.2,127.7,23.9
