SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS,GP_PG,MIN_PG,FGA_PG,FTA_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FG_PCT_PG,FG3_PCT_PG,TEAM_ABBREVIATION,GP,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,USG_PCT,STOCKS_100
2023,Lorela Cubaj,1631032,122.8,93.5,29.3,103.5,106.4,-2.9,32.1,36.6,35.3,3269.5,3275.8,71.9,3,6.2,0.3,0.0,0.0,2.3,0.0,0.0,0.3,0.3,0.0,0.0,ATL,3,0.0,17.9,0.0,17.9,0.0,0.0,2.6,2.6,4.9,2.6
2023,Alyssa Thomas,203826,110.5,102.3,8.2,95.9,111.3,-15.4,23.6,3227.4,3247.4,324.2,331.6,6474.8,40,36.1,12.8,4.7,15.5,9.9,7.9,1.8,0.5,3.4,47.4,0.0,CON,40,21.5,13.7,2.8,10.9,11.0,2.5,0.7,4.8,22.6,3.2
2023,Jackie Young,1629498,119.4,100.6,18.8,101.4,104.5,-3.2,22.0,3111.0,3086.4,756.6,739.6,6197.4,40,31.5,11.9,3.4,17.6,4.0,3.8,1.3,0.1,1.8,52.3,44.9,LVA,40,26.9,6.1,1.0,5.1,5.8,2.0,0.2,2.7,19.5,2.2
2023,Lauren Cox,1630100,227.3,200.0,27.3,109.1,103.1,6.0,21.2,0.9,1.0,3550.8,3578.0,1.9,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CON,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Kelsey Plum,1628276,119.1,100.9,18.3,101.1,103.6,-2.4,20.7,3168.5,3127.8,699.2,698.1,6296.3,39,32.4,13.4,3.8,18.7,2.4,4.5,1.1,0.0,2.1,47.5,38.9,LVA,39,27.7,3.6,0.3,3.3,6.7,1.6,0.0,3.1,21.1,1.6
2023,A'ja Wilson,1628932,118.7,100.0,18.7,105.4,106.7,-1.2,19.9,3054.9,3026.2,812.8,799.8,6081.0,40,30.7,15.0,7.2,22.8,9.5,1.6,1.4,2.2,1.6,55.7,31.0,LVA,40,35.6,14.8,3.2,11.6,2.5,2.2,3.5,2.4,25.9,5.7
2023,Ezi Magbegor,1629496,102.0,105.1,-3.1,98.3,118.8,-20.5,17.4,2524.6,2536.8,582.0,590.0,5061.4,40,32.6,10.6,3.1,13.8,8.1,2.6,1.1,1.9,2.4,51.3,38.5,SEA,40,20.8,12.2,2.4,9.8,3.9,1.7,2.8,3.6,22.8,4.5
2023,Aliyah Boston,1641648,110.0,112.3,-2.4,90.3,109.1,-18.9,16.5,2349.8,2343.0,717.9,700.1,4692.8,40,31.2,10.1,3.6,14.5,8.4,2.2,1.3,1.3,1.9,57.8,40.0,IND,40,23.5,13.6,5.1,8.5,3.6,2.2,2.0,3.1,23.1,4.2
2023,Rebekah Gardner,203822,100.7,88.3,12.4,104.8,108.6,-3.8,16.3,113.2,114.4,3128.0,3130.5,227.7,3,19.8,4.7,2.0,7.0,3.7000000000000006,2.3,2.0,0.3,1.7,42.9,60.0,CHI,3,17.4,9.1,0.8000000000000002,8.3,5.8,5.0,0.8000000000000002,4.1,19.3,5.8
2023,Teaira McCowan,1629479,112.7,100.3,12.4,110.7,114.5,-3.7,16.2,1795.9,1838.2,1718.4,1707.0,3634.1,30,26.1,9.1,3.3,11.9,9.1,1.5,0.5,1.2,1.5,55.1,0.0,DAL,30,22.3,16.9,6.5,10.5,2.8,1.0,2.2,2.9,20.1,3.2
