SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS,GP_PG,MIN_PG,FGA_PG,FTA_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FG_PCT_PG,FG3_PCT_PG,TEAM_ABBREVIATION,GP,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,USG_PCT,STOCKS_100
2020,Reshanda Gray,204334,133.3,0.0,133.3,77.6,103.7,-26.1,159.5,3.0,3.0,70.9,70.4,6.0,1,1.3,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,LAS,1,66.7,33.3,0.0,33.3,0.0,33.3,0.0,0.0,33.3,33.3
2020,Emma Meesseman,203416,116.9,108.8,8.1,60.0,190.4,-130.4,138.5,66.7,64.4,10.0,7.9,131.1,1,35.0,15.0,0.0,18.0,3.0,4.0,2.0,1.0,0.0,53.3,100.0,WAS,1,26.1,4.3,2.9,1.4,5.8,2.9,1.4,0.0,22.5,4.3
2020,Ariel Atkins,1628878,113.3,110.0,3.4,71.4,192.3,-120.9,124.2,69.7,65.5,7.0,6.8,135.2,1,35.8,16.0,1.0,13.0,4.0,4.0,2.0,0.0,0.0,37.5,0.0,WAS,1,18.6,5.7,2.9,2.9,5.7,2.9,0.0,0.0,23.6,2.9
2020,Kahleah Copper,1627674,115.1,118.5,-3.4,67.6,160.9,-93.4,90.0,65.2,64.1,8.9,9.3,129.3,1,34.6,14.0,4.0,17.0,0.0,4.0,2.0,0.0,2.0,50.0,50.0,CHI,1,25.0,0.0,0.0,0.0,5.9,2.9,0.0,2.9,27.2,2.9
2020,Courtney Vandersloot,202664,115.1,120.7,-5.6,67.6,145.2,-77.7,72.1,65.2,63.8,8.9,9.6,129.0,1,35.6,10.0,0.0,12.0,4.0,6.0,2.0,0.0,2.0,50.0,50.0,CHI,1,17.6,5.9,1.5,4.4,8.8,2.9,0.0,2.9,18.4,2.9
2020,Diana Taurasi,100940,114.3,102.6,11.7,71.6,130.0,-58.4,70.1,133.0,134.6,16.8,20.0,267.6,2,34.9,17.0,4.5,25.5,4.0,7.5,0.5,0.0,2.0,47.1,47.6,PHO,2,36.4,5.7,0.7,5.0,10.7,0.7,0.0,2.9,31.5,0.7
2020,Kia Vaughn,201913,117.4,100.8,16.6,79.6,125.3,-45.7,62.3,118.4,121.0,31.4,33.5,239.4,2,31.7,11.5,0.0,11.0,6.0,0.5,0.0,0.0,1.0,47.8,0.0,PHO,2,17.6,9.6,2.4,7.2,0.8,0.0,0.0,1.6,21.1,0.0
2020,Napheesa Collier,1629483,105.4,108.5,-3.1,87.6,136.9,-49.3,46.2,265.6,265.5,40.0,43.8,531.1,4,34.4,13.5,2.0,16.5,9.0,3.0,0.5,2.5,2.0,50.0,53.8,MIN,4,24.0,13.1,2.9,10.2,4.4,0.7,3.6,2.9,24.7,4.3
2020,Gabby Williams,1628931,112.6,120.4,-7.8,92.6,141.7,-49.1,41.2,62.2,61.4,11.9,12.0,123.6,1,32.1,14.0,2.0,16.0,5.0,2.0,2.0,0.0,1.0,42.9,40.0,CHI,1,24.6,7.7,4.6,3.1,3.1,3.1,0.0,1.5,25.5,3.1
2020,Seimone Augustus,200671,89.9,92.7,-2.8,67.2,108.6,-41.4,38.6,41.2,42.1,32.8,31.3,83.2,1,22.1,6.0,4.0,10.0,3.0,1.0,0.0,1.0,1.0,50.0,0.0,LAS,1,24.4,7.3,4.9,2.4,2.4,0.0,2.4,2.4,21.3,2.4
2020,Brittney Sykes,1628279,86.6,89.8,-3.2,71.6,111.8,-40.2,37.0,40.4,41.2,33.5,32.2,81.6,1,22.5,11.0,2.0,8.0,5.0,2.0,0.0,0.0,3.0,27.3,0.0,LAS,1,19.0,11.9,4.8,7.1,4.8,0.0,0.0,7.1,36.8,0.0
2020,Tianna Hawkins,203403,117.5,102.7,14.8,104.2,126.2,-22.0,36.8,30.6,26.3,46.1,46.0,56.9,1,14.8,7.0,4.0,5.0,5.0,0.0,0.0,0.0,2.0,14.3,0.0,WAS,1,16.7,16.7,6.7,10.0,0.0,0.0,0.0,6.7,35.2,0.0
2020,Mercedes Russell,1628920,122.0,85.4,36.7,119.5,113.1,6.4,30.3,200.0,198.0,262.0,261.8,397.9,6,17.6,3.5,0.8000000000000002,5.2,3.7999999999999994,1.0,0.20000000000000004,0.20000000000000004,0.8000000000000002,61.9,0.0,SEA,6,14.6,10.800000000000002,3.2999999999999994,7.5,2.7999999999999994,0.5,0.5,2.4,14.0,1.0
2020,Te'a Cooper,1630099,89.4,96.0,-6.6,69.0,103.8,-34.7,28.2,39.2,40.6,34.8,32.8,79.8,1,20.9,4.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,25.0,50.0,LAS,1,7.7,0.0,0.0,0.0,5.1,2.6,0.0,7.7,17.9,2.6
2020,Jewell Loyd,204319,125.1,99.0,26.1,106.8,108.0,-1.2,27.2,347.7,351.4,114.2,108.4,699.1,6,30.100000000000005,12.300000000000002,2.5,17.8,5.2,3.7999999999999994,1.3,0.5,2.3,55.4,39.3,SEA,6,29.3,8.5,2.2,6.3,6.3,2.2,0.8000000000000002,3.7999999999999994,27.1,3.0000000000000004
2020,Angel McCoughtry,201881,107.7,108.7,-1.0,80.5,108.3,-27.8,26.7,376.1,380.8,233.4,230.8,756.8,8,25.1,13.6,3.4,15.5,5.0,2.8,1.6,0.3,1.9,41.3,55.0,LVA,8,30.7,9.9,2.5,7.4,5.4,3.2,0.5,3.7,36.2,3.7
