SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS
2000,Yolanda Griffith,100419,104.1,107.9,-3.8,45.0,204.9,-159.9,156.1,126.8,127.0,4.4,4.9,253.7
2000,Paige Sauer,100479,199.1,68.0,131.1,112.4,111.0,1.4,129.7,4.5,5.9,267.7,264.9,10.4
2000,Ticha Penicheiro,100234,103.0,107.7,-4.6,83.3,199.3,-115.9,111.3,125.2,126.3,6.0,5.5,251.5
2000,Adia Barnes,100231,194.3,112.7,81.6,94.3,87.1,7.2,74.4,11.8,14.2,350.9,361.6,26.0
2000,Ruthie Bolton,100016,107.9,109.2,-1.3,55.4,129.8,-74.4,73.1,116.8,117.2,14.4,14.6,234.0
2000,Vicky Bullett,100058,104.1,114.1,-10.0,68.3,142.2,-73.9,63.9,105.7,110.4,14.6,16.9,216.1
2000,Pollyanna Johns Kimbrough,100180,176.5,111.8,64.6,94.5,87.1,7.4,57.2,13.6,15.2,349.2,360.6,28.8
2000,La'Keshia Frett,100393,140.5,83.3,57.2,112.5,111.6,0.9,56.3,13.5,14.4,258.7,256.4,27.9
2000,Tangela Smith,100236,107.1,102.4,4.7,89.0,137.6,-48.6,53.3,95.2,97.7,36.0,34.2,192.9
2000,Teresa Weatherspoon,100101,103.1,93.8,9.4,75.6,118.9,-43.2,52.6,392.7,385.0,55.5,53.0,777.7
2000,Taj McWilliams-Franklin,100412,86.6,102.4,-15.8,74.6,140.5,-65.9,50.1,167.4,159.2,18.8,17.1,326.6
2000,Markita Aldridge,100348,101.7,100.4,1.3,96.9,141.7,-44.8,46.0,70.8,73.7,49.5,53.6,144.5
2000,Nykesha Sales,100415,91.4,106.1,-14.7,45.5,106.0,-60.5,45.8,162.0,155.5,24.2,20.8,317.5
2000,Kedra Holland-Corn,100421,105.2,105.0,0.2,91.5,133.5,-42.0,42.3,101.7,101.9,29.5,30.0,203.6
2000,Amaya Valdemoro,100211,138.4,90.0,48.4,108.4,97.2,11.2,37.2,25.3,28.9,369.0,368.3,54.2
2000,Beth Cunningham,100554,138.3,128.1,10.2,92.3,115.6,-23.3,33.6,19.5,22.6,100.8,104.7,42.2
2000,Tonya Massaline,100557,156.2,142.9,13.4,96.9,116.4,-19.5,32.9,5.8,7.0,114.6,120.3,12.8
2000,Olga Firsova,100510,118.2,83.6,34.5,99.3,97.1,2.1,32.4,11.0,10.8,437.2,427.2,21.8
2000,Tamecka Dixon,100008,119.3,108.8,10.5,95.1,114.1,-19.0,29.4,211.2,207.6,61.0,63.1,418.9
2000,Marina Ferragut,100509,121.1,97.0,24.0,98.8,96.8,2.0,22.0,19.0,17.5,429.2,420.5,36.5
2000,Tonya Edwards,100398,102.1,126.4,-24.3,114.2,156.9,-42.7,18.4,101.8,101.2,37.6,36.3,203.1
2000,Mery Andrade,100428,93.0,77.6,15.4,107.5,109.8,-2.4,17.8,247.4,253.8,115.4,122.0,501.2
2000,Cintia dos Santos,100514,90.1,105.1,-15.0,75.4,108.1,-32.7,17.8,126.5,118.9,59.7,57.4,245.4
2000,Adrienne Johnson,100100,84.7,104.1,-19.4,93.3,129.7,-36.3,17.0,171.2,162.4,15.0,13.9,333.6
2000,Ukari Figgs,100392,116.3,107.0,9.3,109.6,115.6,-6.0,15.3,174.6,174.8,97.6,96.0,349.4
2000,Lisa Harrison,100378,108.9,135.3,-26.4,89.0,130.1,-41.1,14.7,114.8,116.0,24.7,21.5,230.8
2000,Tricia Bader Binford,100237,119.5,98.2,21.4,93.5,86.2,7.3,14.1,56.9,59.1,305.9,316.8,116.0
2000,Tari Phillips,100413,101.5,95.4,6.0,93.9,101.5,-7.6,13.6,345.0,338.5,103.3,99.5,683.4
2000,Dena Head,100045,108.7,125.4,-16.7,105.1,135.4,-30.3,13.5,12.0,12.0,127.5,125.6,23.9
2000,Coquese Washington,100217,120.4,98.6,21.8,104.1,95.5,8.6,13.3,150.3,151.2,244.0,246.0,301.5
2000,Sue Wicks,100104,100.0,90.6,9.4,99.5,101.8,-2.3,11.7,202.0,194.4,246.2,243.6,396.4
2000,Crystal Robinson,100345,95.7,89.9,5.8,104.0,104.2,-0.2,6.0,230.8,226.8,217.4,211.2,457.7
2000,Tiffani Johnson,100233,103.4,86.8,16.6,118.9,108.2,10.7,5.8,218.6,214.2,175.7,183.0,432.8
2000,Bridget Pettis,100031,100.7,127.3,-26.6,111.4,143.6,-32.2,5.5,78.4,77.0,61.0,60.6,155.4
2000,Jennifer Gillom,100030,98.3,126.2,-27.9,129.7,162.6,-32.9,5.0,107.9,106.2,31.6,31.4,214.1
2000,Helen Darling,100457,93.1,81.0,12.2,101.1,93.7,7.4,4.8,161.0,166.8,201.7,209.1,327.8
2000,Sheryl Swoopes,100072,111.5,97.3,14.2,100.1,90.6,9.5,4.7,352.4,358.5,42.0,38.6,710.9
2000,Michelle Brogan,100221,104.7,132.2,-27.5,106.7,138.8,-32.0,4.5,92.6,90.0,46.8,47.6,182.6
2000,Lisa Leslie,100003,111.1,106.6,4.5,130.2,129.9,0.4,4.1,233.1,230.7,39.2,40.0,463.8
2000,Carla McGhee,100411,64.1,83.4,-19.3,93.6,115.8,-22.2,2.9,51.5,52.8,134.7,123.5,104.3
2000,Jessica Bibby,100508,113.4,110.0,3.4,99.2,96.4,2.8,0.5,15.9,13.6,432.4,424.4,29.5
2000,Vedrana Grgin Fonseca,100476,112.8,109.0,3.9,113.9,110.1,3.8,0.1,16.8,16.5,255.4,254.2,33.4
2000,Brandy Reed,100225,108.6,138.0,-29.4,72.6,100.9,-28.4,-1.0,127.1,124.7,12.4,12.9,251.8
2000,Vicki Hall,100458,99.8,91.1,8.7,96.6,86.6,10.0,-1.2,111.2,121.9,251.6,254.0,233.1
2000,Ann Wauters,100445,86.9,78.3,8.7,106.8,96.4,10.4,-1.7,168.0,172.5,194.8,203.4,340.4
2000,Janeth Arcain,100075,108.6,95.3,13.2,118.4,102.9,15.4,-2.2,324.2,326.2,70.1,70.9,650.4
2000,DeLisha Milton-Jones,100396,115.8,112.5,3.2,103.1,97.5,5.7,-2.4,231.5,226.6,40.7,44.1,458.2
2000,Desiree Francis,100511,100.0,102.5,-2.5,99.7,96.7,3.0,-5.4,6.0,4.9,442.2,433.1,10.9
2000,Adrian Williams-Strong,100526,125.2,157.8,-32.6,93.7,120.6,-26.9,-5.7,51.9,51.3,87.6,86.2,103.2
2000,Rushia Brown,100097,98.2,90.6,7.6,96.3,82.4,13.8,-6.2,253.7,260.6,109.1,115.2,514.3
2000,Mwadi Mabika,100012,115.2,112.6,2.5,107.3,96.9,10.4,-7.9,227.5,226.4,44.7,44.4,453.9
2000,Tammy Jackson,100077,112.6,104.2,8.3,109.0,92.1,16.9,-8.5,146.6,149.7,247.7,247.5,296.3
2000,Chasity Melvin,100433,95.6,89.2,6.4,102.9,85.1,17.8,-11.4,263.7,273.6,99.1,102.2,537.3
2000,Suzie McConnell Serio,100187,98.4,93.9,4.6,96.3,79.6,16.7,-12.1,218.4,223.8,144.4,152.1,442.2
2000,Clarisse Machanguana,100395,105.6,114.0,-8.4,117.5,108.2,9.3,-17.8,83.4,86.8,188.9,183.9,170.2
2000,Nicky McCrimmon,100478,108.1,117.4,-9.3,116.7,106.4,10.3,-19.6,89.8,90.3,182.5,180.4,180.1
2000,Vickie Johnson,100103,100.2,100.5,-0.3,97.1,76.1,21.0,-21.3,382.3,372.3,65.9,65.7,754.6
2000,Allison Feaster,100170,98.4,111.3,-12.9,119.8,109.6,10.2,-23.1,75.2,73.7,197.0,197.1,148.9
2000,Chamique Holdsclaw,100356,98.7,118.0,-19.3,119.0,114.3,4.8,-24.0,114.4,120.3,5.9,7.0,234.8
2000,Jennifer Rizzotti,100338,69.4,80.0,-10.6,110.9,96.9,14.0,-24.6,5.8,5.0,388.6,392.2,10.8
2000,Kelley Gibson,100504,69.4,80.0,-10.6,110.9,96.9,14.0,-24.6,5.8,5.0,388.6,392.2,10.8
2000,Becky Hammon,100342,97.2,101.3,-4.0,106.2,84.9,21.3,-25.3,323.0,319.0,125.3,119.0,642.0
2000,Tausha Mills,100555,90.2,128.7,-38.6,102.2,114.5,-12.4,-26.2,24.4,29.5,95.9,97.8,53.9
2000,Merlakia Jones,100092,98.0,93.2,4.8,95.2,60.3,35.0,-30.1,308.2,317.8,54.6,58.1,625.9
2000,Tamika Whitmore,100347,95.7,101.9,-6.2,109.1,84.9,24.2,-30.4,313.5,307.2,134.7,130.8,620.8
2000,Cynthia Cooper,100073,109.5,98.0,11.5,122.3,76.7,45.6,-34.1,369.8,372.4,24.5,24.8,742.2
2000,Lady Grooms,100044,98.9,139.2,-40.3,103.4,101.1,2.2,-42.5,36.4,35.9,94.8,95.9,72.3
2000,Murriel Page,100199,95.7,117.9,-22.2,137.5,117.1,20.4,-42.6,108.7,112.8,11.6,14.5,221.5
2000,Keisha Anderson,100553,94.3,138.7,-44.3,102.9,104.4,-1.5,-42.8,44.5,49.8,75.8,77.6,94.3
2000,Tina Thompson,100076,109.9,98.7,11.2,116.8,62.4,54.4,-43.2,372.9,374.7,21.4,22.4,747.6
2000,Nikki McCray,100198,93.7,116.8,-23.1,151.8,124.4,27.3,-50.5,107.8,110.4,12.5,16.9,218.2
2000,Jannon Roland,100519,55.9,118.9,-63.1,94.2,102.6,-8.3,-54.7,43.0,37.8,143.2,138.4,80.8
2000,Linda Burgess,100011,84.1,148.8,-64.7,104.1,107.3,-3.1,-61.6,13.1,13.4,118.1,118.4,26.5
2000,Latasha Byears,100027,61.7,127.9,-66.2,109.2,108.8,0.4,-66.6,19.4,18.8,111.8,113.1,38.2
2000,Tiffany McCain,100521,116.4,200.2,-83.8,81.0,95.1,-14.1,-69.8,23.2,18.5,163.0,157.8,41.7
