SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
2018,Alyssa Thomas,CON,2.44,2.55,4.99,2839.8,21.4,116.8,100.9,15.8,111.3,111.7,-0.4,16.2,1406.2,1433.6,1193.8,1185.5,24,30.6,10.3,8.1,4.2,1.2,0.4,2.0,8.8,4.0,46.4,0.0,16.6,13.0,3.1,9.9,6.7,1.9,0.7,3.2,2.5999999999999996,203826
2018,Diana Taurasi,PHO,3.23,1.63,4.86,3800.4,32.5,116.6,106.1,10.5,99.2,116.3,-17.1,27.5,1904.8,1895.6,698.6,698.4,33,30.0,20.7,3.5,5.3,0.9,0.2,2.6,13.7,5.6,44.6,38.3,34.2,5.8,0.2,5.6,8.8,1.5,0.4,4.3,1.9,100940
2018,Natasha Howard,SEA,1.94,2.69,4.63,3342.6,25.8,117.5,99.8,17.7,105.7,109.5,-3.8,21.5,1669.6,1673.0,939.2,941.2,34,25.6,13.2,6.4,1.0,1.3,2.0,1.9,9.4,3.1,54.7,32.7,25.6,12.4,4.5,7.9,1.9,2.5,3.8,3.6,6.3,203827
2018,Ariel Atkins,WAS,3.45,1.14,4.59,2467.3,27.3,120.5,105.6,14.9,102.6,111.4,-8.9,23.8,1243.4,1223.9,1251.0,1242.7,29,22.5,11.3,2.4,2.1,1.3,0.3,1.3,9.6,1.8,43.2,35.7,25.2,5.3,2.2,3.2,4.6,3.0,0.8,2.9,3.8,1628878
2018,LaToya Sanders,WAS,2.06,1.57,3.63,2560.3,19.4,117.7,104.4,13.3,104.9,112.9,-8.0,21.3,1281.1,1279.2,1213.3,1187.4,28,24.5,10.2,6.4,1.6,1.3,1.1,1.1,6.8,2.2,60.7,0.0,21.3,13.3,4.8,8.5,3.3,2.6,2.3,2.2,4.9,201506
2018,Jonquel Jones,CON,1.59,2.02,3.61,2655.0,27.4,114.7,102.0,12.8,113.8,109.8,4.0,8.8,1317.1,1337.9,1282.9,1281.2,34,20.5,11.8,5.5,1.7,0.4,1.2,1.6,8.0,2.3,55.0,46.7,28.2,13.2,5.0,8.2,4.0,1.1,3.0,3.9,4.1,1627673
2018,Tiffany Hayes,ATL,1.47,1.66,3.13,3464.5,30.3,109.9,101.1,8.8,100.0,104.8,-4.8,13.6,1729.4,1735.1,876.0,893.9,31,28.9,17.2,3.6,2.7,1.2,0.2,1.6,12.9,5.5,44.1,32.1,28.9,6.1,1.5,4.6,4.5,2.0,0.4,2.7,2.4,203026
2018,Jewell Loyd,SEA,2.18,0.9,3.08,3906.4,27.8,116.9,103.1,13.8,102.4,104.0,-1.6,15.4,1959.5,1946.9,649.2,667.2,34,29.7,15.5,4.6,3.7,1.3,0.1,1.9,12.6,3.4,42.3,37.0,25.8,7.6,2.0,5.5,6.1,2.1,0.2,3.2,2.3000000000000003,204319
2018,Kristi Toliver,WAS,2.02,0.99,3.01,4095.0,22.3,114.1,107.1,7.0,99.4,115.4,-16.0,22.9,2053.9,2041.1,440.5,425.5,33,32.9,13.9,2.3,4.4,1.2,0.0,2.2,10.4,2.9,43.3,36.0,21.4,3.5,0.2,3.3,6.8,1.9,0.0,3.4,1.9,201911
2018,Sylvia Fowles,MIN,0.3,2.67,2.97,4035.2,27.9,106.8,101.3,5.5,101.3,117.7,-16.4,21.9,2008.8,2026.4,529.0,506.5,34,32.0,17.7,11.9,2.2,1.4,1.2,3.0,11.3,5.0,61.9,0.0,28.4,19.1,5.8,13.3,3.5,2.3,2.0,4.9,4.3,201480
2018,Maya Moore,MIN,0.5,2.29,2.79,4055.9,31.7,107.1,102.0,5.0,100.3,115.0,-14.7,19.8,2020.2,2035.6,517.6,497.3,34,31.8,18.0,5.1,2.6,1.7,0.4,1.8,15.5,3.5,42.3,36.5,28.7,8.2,2.2,6.0,4.1,2.7,0.6,2.8,3.3000000000000003,202632
2018,Sue Bird,SEA,2.28,0.51,2.79,3165.2,20.2,118.6,103.4,15.2,105.1,103.3,1.9,13.3,1582.4,1582.8,1026.4,1031.4,31,26.6,10.1,1.7,7.1,1.1,0.1,1.9,8.0,0.9,46.6,44.8,18.9,3.2,0.3,2.9,13.3,2.1,0.1,3.5,2.2,100720
2018,Breanna Stewart,SEA,1.84,0.81,2.65,4152.1,31.1,116.1,103.4,12.7,102.0,102.9,-0.8,13.5,2080.5,2071.6,528.2,542.5,34,31.6,21.8,8.4,2.5,1.4,1.4,1.8,15.0,5.1,52.9,41.5,34.1,13.1,1.7,11.3,4.0,2.1,2.3,2.8,4.4,1627668
2018,Nneka Ogwumike,LAS,0.36,2.22,2.58,3053.3,26.0,106.5,100.0,6.5,103.2,110.1,-6.9,13.4,1538.6,1514.7,1005.6,997.0,27,30.8,15.5,6.8,2.0,1.6,0.4,1.5,11.9,3.2,52.5,34.6,25.9,11.4,3.0,8.4,3.3,2.6,0.7,2.5,3.3,203014
