SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
2002,Lisa Leslie,LAS,2.08,2.15,4.23,3739.5,31.7,108.2,94.4,13.8,100.5,111.6,-11.1,24.9,1875.5,1864.0,416.8,414.9,31,34.2,16.9,10.4,2.7,1.5,2.9,3.5,13.1,5.9,46.6,32.4,26.5,16.3,3.9,12.3,4.2,2.3,4.6,5.5,6.8999999999999995,100003
2002,Vicky Bullett,WAS,0.64,2.57,3.21,3123.7,19.8,102.0,94.9,7.1,95.1,112.9,-17.8,24.9,1563.0,1560.7,558.2,557.9,32,29.5,8.5,5.8,1.6,1.7,1.2,1.8,7.3,1.3,46.4,39.6,16.5,11.2,2.8,8.4,3.2,3.3,2.3,3.4,5.6,100058
2002,Sonja Henning,HOU,1.07,1.93,3.0,2346.1,10.6,103.4,91.2,12.2,97.7,92.0,5.7,6.5,1175.6,1170.5,1223.5,1227.6,31,23.5,2.0,2.7,2.1,1.0,0.2,1.4,2.4,0.5,35.1,18.8,5.0,6.8,1.5,5.3,5.3,2.6,0.6,3.5,3.2,100336
2002,Crystal Robinson,NYL,1.28,1.67,2.95,3333.1,23.0,105.3,97.5,7.8,93.7,108.5,-14.8,22.6,1662.5,1670.6,349.9,346.4,32,33.3,11.8,2.8,2.5,1.5,0.4,1.6,9.4,2.2,41.7,37.0,21.2,5.1,1.2,3.9,4.6,2.7,0.7,2.9,3.4000000000000004,100345
2002,Margo Dydek,UTA,1.18,1.72,2.9,3092.7,30.6,107.2,98.7,8.5,104.4,110.8,-6.5,14.9,1545.4,1547.4,723.5,729.1,30,29.2,13.1,8.7,2.4,0.8,3.6,3.2,10.6,4.5,43.6,25.0,23.6,15.7,3.1,12.6,4.2,1.5,6.4,5.7,7.9,100239
2002,Lauren Jackson,SEA,0.82,2.04,2.86,2939.1,37.1,102.2,95.3,6.9,98.7,104.6,-6.0,12.9,1481.5,1457.6,672.9,677.6,28,31.4,17.2,6.8,1.5,1.1,2.9,1.7,16.5,3.2,40.3,35.0,31.0,12.2,4.2,8.0,2.6,1.9,5.2,3.0,7.1,100682
2002,Tammy Sutton-Brown,CHA,2.61,0.21,2.82,2806.8,26.3,112.8,101.8,11.0,105.2,108.3,-3.1,14.1,1398.4,1408.4,624.6,634.3,32,27.7,11.9,6.0,0.5,0.9,1.1,1.5,7.6,5.4,52.9,0.0,25.6,12.9,5.1,7.7,1.0,2.0,2.4,3.3,4.4,100628
2002,Mwadi Mabika,LAS,2.07,0.66,2.73,3681.1,30.2,108.0,96.2,11.8,102.0,102.9,-0.9,12.6,1844.3,1836.8,447.9,442.1,32,32.8,16.8,5.2,2.9,1.2,0.3,1.9,13.9,3.7,42.3,36.6,27.6,8.6,1.6,6.9,4.7,1.9,0.5,3.2,2.4,100012
2002,Sheryl Swoopes,HOU,0.15,2.32,2.47,3710.6,35.6,100.2,90.9,9.3,95.4,93.5,1.9,7.4,1861.7,1848.9,206.4,217.0,32,36.1,18.5,4.9,3.3,2.8,0.7,2.7,15.9,4.8,43.4,28.8,30.3,8.1,1.5,6.6,5.5,4.5,1.2,4.5,5.7,100072
2002,Stacey Thomas,POR,1.55,0.87,2.42,2100.5,19.8,104.1,99.9,4.2,94.9,103.8,-8.9,13.1,1054.0,1046.5,1145.4,1129.6,32,19.5,4.5,2.9,2.1,1.3,0.4,1.1,4.6,1.9,34.5,25.6,12.6,8.3,3.0,5.3,5.9,3.7,1.1,3.2,4.800000000000001,100532
