SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS
1997,Kim Perrot,100083,109.0,82.3,26.7,0.0,80.0,-80.0,106.7,123.8,122.7,4.0,5.0,246.5
1997,Cynthia Cooper,100073,109.2,82.3,26.9,33.3,80.0,-46.7,73.5,121.8,122.7,6.0,5.0,244.5
1997,Corissa Yasen,100024,115.7,98.5,17.2,66.8,110.2,-43.4,60.5,19.9,21.3,46.4,44.5,41.2
1997,Tora Suber,100062,83.3,60.0,23.3,81.1,114.7,-33.6,57.0,12.0,10.0,54.3,55.8,22.0
1997,Jennifer Gillom,100030,66.3,83.7,-17.3,37.5,108.1,-70.6,53.2,51.3,52.6,16.0,13.9,103.9
1997,Sophia Witherspoon,100105,86.4,72.5,13.9,84.6,118.9,-34.2,48.1,101.9,104.9,26.0,24.4,206.8
1997,Janeth Arcain,100075,108.7,79.9,28.9,86.0,100.0,-14.0,42.9,110.4,112.7,17.4,15.0,223.0
1997,Kym Hampton,100102,86.9,74.9,12.0,82.5,111.2,-28.7,40.6,102.4,106.8,25.4,22.5,209.2
1997,Bridget Pettis,100031,56.3,74.0,-17.7,67.3,121.8,-54.5,36.9,48.0,46.0,19.3,20.5,93.9
1997,Andrea Stinson,100059,85.4,105.4,-20.0,56.3,112.6,-56.3,36.3,57.4,56.9,8.9,8.9,114.3
1997,Chantel Tremitiere,100022,71.4,66.7,4.8,84.2,115.2,-31.1,35.8,14.0,12.0,52.3,53.8,26.0
1997,Tammy Jackson,100077,110.3,77.9,32.5,91.9,95.0,-3.1,35.5,95.2,95.0,32.6,32.6,190.2
1997,Sharon Manning,100063,33.3,28.6,4.8,86.3,115.6,-29.4,34.1,6.0,7.0,60.3,58.8,13.0
1997,Mikiko Hagiwara,100019,62.5,70.4,-7.9,58.2,96.6,-38.3,30.4,19.2,19.9,48.1,46.6,39.1
1997,Vickie Johnson,100103,92.4,82.7,9.8,53.0,73.5,-20.5,30.3,107.1,108.9,20.8,20.4,216.0
1997,Andrea Congreaves,100065,88.7,110.4,-21.7,40.5,87.4,-46.9,25.2,56.4,54.4,9.9,11.4,110.8
1997,Marlies Askamp,100037,70.5,87.4,-16.9,49.9,89.9,-40.0,23.1,31.2,29.8,36.1,36.7,61.0
1997,Yolanda Moore,100085,85.0,40.0,45.0,106.6,84.0,22.7,22.4,5.9,5.0,121.9,122.7,10.9
1997,Rebecca Lobo,100002,91.0,86.1,4.9,55.6,50.7,4.9,0.0,109.9,111.5,18.0,17.8,221.4
1997,Rhonda Blades,100108,117.1,119.8,-2.7,78.5,71.9,6.6,-9.3,24.8,25.0,103.1,104.2,49.8
1997,Umeki Webb,100035,61.8,93.2,-31.4,50.4,72.0,-21.6,-9.7,53.4,52.6,13.9,13.9,106.0
1997,Nicole Levesque,100155,88.3,116.4,-28.0,66.7,82.5,-15.8,-12.2,45.3,46.4,21.0,19.4,91.7
1997,Wanda Guyton,100074,98.3,83.5,14.8,108.6,81.7,26.9,-12.2,36.6,39.5,91.2,88.2,76.2
1997,Sue Wicks,100104,85.7,98.5,-12.8,86.1,78.2,7.9,-20.7,21.0,19.3,106.9,110.0,40.3
1997,Trena Trice-Hill,100106,57.9,71.6,-13.6,92.0,83.1,8.9,-22.5,22.4,21.0,105.4,108.3,43.4
1997,Tiffany Woosley,100086,33.3,40.0,-6.7,109.2,84.0,25.2,-31.9,6.0,5.0,121.8,122.7,11.0
1997,Rhonda Mapp,100060,86.3,115.6,-29.4,33.3,28.6,4.8,-34.1,60.3,58.8,6.0,7.0,119.1
1997,Teresa Weatherspoon,100101,82.7,79.7,3.0,142.9,101.4,41.5,-38.5,120.9,120.4,7.0,8.9,241.3
1997,Kisha Ford,100107,48.3,80.3,-32.0,97.1,81.5,15.6,-47.6,29.0,28.6,98.9,100.6,57.6
1997,"Penny McCray, Nikki (",100069,46.8,100.9,-54.1,106.4,110.9,-4.4,-49.7,27.8,29.7,38.5,36.1,57.5
1997,Tia Jackson,100034,57.1,130.8,-73.7,60.1,77.8,-17.7,-56.0,14.0,13.8,53.3,52.7,27.8
1997,Tina Thompson,100076,105.2,87.2,17.9,111.3,33.7,77.7,-59.7,117.9,115.8,9.9,11.9,233.7
1997,Toni Foster,100033,47.9,94.7,-46.7,93.0,72.7,20.3,-67.0,50.1,48.6,17.2,17.9,98.7
1997,Sheryl Swoopes,100072,70.0,105.0,-35.0,112.8,78.0,34.8,-69.9,21.4,20.0,106.4,107.7,41.4
1997,Vicky Bullett,100058,64.8,126.2,-61.4,97.4,87.0,10.4,-71.8,32.4,32.5,33.9,33.3,64.9
1997,Tara Williams,100038,0.0,100.0,-100.0,60.4,88.4,-28.0,-72.0,1.0,2.0,66.3,64.5,3.0
1997,Nancy Lieberman,100032,0.0,394.7,-394.7,60.4,85.2,-24.9,-369.9,1.0,0.8,66.3,65.7,1.8
1997,Michele Timms,100029,59.5,88.7,-29.3,,,,,67.3,66.5,0.0,0.0,133.8
