SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
2000,Sheryl Swoopes,HOU,3.01,1.98,4.99,3668.3,34.2,114.4,93.1,21.3,103.2,100.9,2.4,18.9,1836.0,1832.4,356.5,352.0,31,35.2,20.7,6.3,3.8,2.8,1.1,2.6,15.6,4.7,50.6,37.4,33.6,10.2,2.1,8.1,6.2,4.5,1.7,4.3,6.2,100072
2000,Janeth Arcain,HOU,2.92,1.94,4.86,3285.0,18.8,114.9,92.6,22.3,105.5,99.6,5.9,16.4,1641.7,1643.3,550.8,541.1,32,30.5,8.4,3.7,1.9,1.3,0.1,1.7,7.3,1.5,46.8,20.0,15.6,6.9,2.1,4.8,3.5,2.4,0.2,3.1,2.6,100075
2000,DeLisha Milton-Jones,LAS,2.41,2.4,4.81,3442.1,23.6,109.1,92.0,17.1,94.5,107.0,-12.5,29.5,1726.6,1715.4,550.3,544.0,32,30.8,11.8,6.1,2.1,1.4,0.9,2.1,9.2,3.2,51.2,25.0,20.7,10.6,3.0,7.6,3.7,2.4,1.6,3.7,4.0,100396
2000,Mery Andrade,CLE,1.87,2.9,4.77,2487.8,22.4,105.9,93.3,12.6,94.9,106.3,-11.4,24.0,1251.4,1236.4,812.6,836.7,32,23.8,7.8,3.0,2.3,1.3,0.3,1.9,5.8,2.4,44.4,32.4,18.9,7.3,2.4,4.9,5.6,3.1,0.8,4.7,3.9000000000000004,100428
2000,Tina Thompson,HOU,3.09,1.5,4.59,3651.4,29.7,114.7,93.9,20.8,101.9,96.8,5.1,15.8,1827.4,1824.0,365.0,360.4,32,34.0,16.9,7.7,1.5,1.5,0.8,2.6,12.7,3.8,46.9,41.7,28.3,12.8,3.6,9.3,2.5,2.5,1.3,4.4,3.8,100076
2000,Cynthia Cooper,HOU,2.46,1.17,3.63,3649.0,30.9,114.0,94.1,19.8,105.7,95.5,10.2,9.6,1821.7,1827.4,370.8,357.0,31,35.0,17.7,2.7,5.0,1.3,0.2,3.2,12.6,5.4,45.9,35.5,28.9,4.5,0.9,3.6,8.2,2.0,0.3,5.2,2.3,100073
2000,Ukari Figgs,LAS,1.64,1.95,3.59,2823.5,15.7,109.0,91.1,17.9,99.8,103.0,-3.2,21.1,1418.4,1405.1,858.6,854.4,32,25.0,6.7,1.7,4.0,0.7,0.1,1.3,4.8,2.0,43.1,35.4,14.2,3.6,0.9,2.7,8.4,1.4,0.2,2.8,1.5999999999999999,100392
2000,Lisa Leslie,LAS,0.94,2.54,3.48,3630.7,34.1,106.5,92.2,14.4,101.7,109.5,-7.8,22.1,1820.6,1810.1,456.3,449.4,32,32.1,17.8,9.6,1.9,1.0,2.3,3.2,13.4,6.4,45.8,21.9,29.9,16.0,3.9,12.1,3.1,1.6,3.9,5.4,5.5,100003
2000,Mwadi Mabika,LAS,1.03,2.44,3.47,3336.0,25.5,107.0,91.5,15.5,101.5,107.2,-5.7,21.2,1671.9,1664.1,605.0,595.4,32,29.4,12.3,5.6,3.1,1.8,0.6,1.6,10.5,2.8,38.8,38.4,22.2,10.1,2.5,7.6,5.5,3.3,1.0,2.9,4.3,100012
2000,Yolanda Griffith,SAC,1.55,1.85,3.4,3458.1,30.9,108.2,97.0,11.2,110.6,107.7,2.9,8.3,1719.4,1738.8,432.2,443.7,32,32.1,16.3,10.3,1.5,2.6,1.9,2.6,11.3,6.1,53.5,0.0,28.5,18.0,8.1,10.0,2.6,4.5,3.3,4.5,7.8,100419
