SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
2014,Diana Taurasi,PHO,2.79,2.52,5.31,3787.2,27.8,113.9,94.5,19.3,102.0,109.4,-7.3,26.6,1901.4,1885.8,656.7,669.4,33,31.0,16.2,3.8,5.6,0.7,0.3,2.6,11.4,4.6,45.4,36.5,27.0,6.3,0.5,5.8,9.3,1.1,0.5,4.4,1.6,100940
2014,Brittney Griner,PHO,1.08,3.47,4.55,3858.2,25.3,111.2,93.4,17.8,109.5,113.3,-3.8,21.7,1946.2,1912.0,611.8,643.2,34,30.9,15.6,8.0,1.6,0.6,3.8,1.9,11.1,3.4,57.8,0.0,26.2,13.4,3.1,10.3,2.8,1.1,6.4,3.2,7.5,203398
2014,Maya Moore,MIN,2.59,1.9,4.49,4363.7,35.7,111.7,100.2,11.5,97.8,116.3,-18.5,30.0,2166.5,2197.2,354.9,360.3,34,34.7,23.9,8.1,3.4,1.9,0.8,2.4,18.0,5.3,48.1,33.5,35.4,12.0,3.1,8.9,5.1,2.8,1.2,3.5,4.0,202632
2014,Candice Dupree,PHO,2.86,0.93,3.79,3964.2,24.1,113.7,97.1,16.5,100.9,102.8,-1.9,18.4,1992.9,1971.3,565.2,583.8,34,31.4,14.5,7.6,2.4,0.9,0.5,1.4,11.6,2.5,53.3,0.0,23.8,12.4,2.0,10.4,3.9,1.4,0.9,2.3,2.3,200676
2014,Monique Currie,WAS,2.59,1.19,3.78,2859.1,25.9,106.7,99.3,7.4,92.5,103.5,-11.0,18.5,1431.8,1427.3,1069.2,1046.0,34,23.6,9.9,4.6,1.5,1.1,0.1,1.4,7.7,4.1,39.3,22.9,22.3,10.4,1.9,8.5,3.4,2.4,0.3,3.2,2.6999999999999997,200673
2014,Janel McCarville,MIN,0.82,1.82,2.64,3379.4,19.1,110.0,99.3,10.7,109.3,108.8,0.4,10.2,1678.4,1700.9,843.0,856.6,34,27.0,7.9,4.8,3.1,1.2,0.9,1.7,6.9,1.9,45.7,33.3,15.0,9.1,2.1,7.0,5.8,2.3,1.6,3.2,3.9,101019
2014,Candace Parker,LAS,1.84,0.75,2.59,3703.0,32.9,105.5,101.8,3.7,91.4,102.2,-10.9,14.5,1852.6,1850.5,736.5,734.5,30,33.2,19.4,7.1,4.3,1.8,1.4,2.6,15.4,5.2,46.9,30.6,29.9,11.0,1.5,9.5,6.6,2.8,2.1,4.0,4.9,201496
2014,Tiffany Hayes,ATL,1.89,0.68,2.57,3665.5,22.7,107.0,99.2,7.8,94.5,101.1,-6.6,14.4,1829.0,1836.5,819.4,829.2,34,28.4,12.9,3.0,2.5,1.0,0.3,1.2,9.1,4.3,46.4,35.7,22.5,5.2,1.6,3.6,4.4,1.7,0.5,2.1,2.2,203026
2014,Armintie Herrington,LAS,0.68,1.88,2.56,2921.2,11.7,103.8,99.1,4.7,98.5,105.6,-7.1,11.8,1464.0,1457.3,1125.1,1127.7,34,23.2,3.9,2.8,1.9,1.5,0.2,1.0,3.6,1.0,48.0,0.0,8.7,6.1,2.7,3.4,4.3,3.3,0.4,2.1,3.6999999999999997,201048
2014,Elena Delle Donne,CHI,1.9,0.59,2.49,1537.4,34.7,108.8,101.5,7.3,98.1,106.0,-7.9,15.2,763.0,774.4,1786.2,1762.7,16,25.5,17.9,4.0,1.1,0.6,1.5,0.8,13.3,5.6,42.9,36.4,35.3,7.9,2.7,5.2,2.2,1.1,3.0,1.5,4.1,203399
2014,Danielle Adams,SAN,0.91,1.32,2.23,2562.0,32.1,106.7,103.4,3.2,103.6,112.6,-9.0,12.3,1284.0,1277.9,1230.2,1219.7,34,20.6,10.9,4.1,0.9,0.6,0.7,1.3,9.8,2.3,40.7,30.7,26.8,10.2,3.0,7.1,2.3,1.6,1.7,3.1,3.3,202634
2014,Lindsay Whalen,MIN,2.47,-0.36,2.11,3823.1,26.5,112.1,102.7,9.4,102.6,101.8,0.8,8.6,1899.4,1923.7,622.0,633.8,34,30.6,14.1,4.2,5.6,0.9,0.1,1.8,11.0,4.5,48.0,10.0,23.4,7.0,1.0,5.9,9.3,1.4,0.1,3.0,1.5,100915
2014,Angel McCoughtry,ATL,1.01,1.02,2.03,3736.8,36.3,105.4,98.6,6.9,97.6,102.7,-5.1,12.0,1862.7,1874.1,785.8,791.5,31,31.3,18.5,5.2,3.6,2.4,0.4,3.7,15.8,5.2,42.0,29.5,28.9,8.2,2.7,5.5,5.7,3.7,0.6,5.8,4.3,201881
2014,Courtney Paris,TUL,1.44,0.52,1.96,3455.0,18.1,109.9,108.0,2.0,106.1,117.3,-11.2,13.1,1710.8,1744.2,823.4,802.2,34,27.8,9.2,10.2,1.1,0.8,1.1,1.1,7.1,2.1,57.4,0.0,17.1,18.9,7.4,11.5,2.0,1.5,2.0,2.0,3.5,201907
2014,Plenette Pierson,NYL,0.39,1.41,1.8,2082.3,25.4,101.3,98.5,2.8,96.0,104.7,-8.6,11.4,1031.7,1050.6,1460.7,1445.4,33,17.4,7.2,3.1,1.2,0.4,0.1,1.4,5.3,2.8,45.5,0.0,21.2,9.1,2.7,6.5,3.4,1.2,0.4,4.1,1.6,100888
2014,Penny Taylor,PHO,0.96,0.84,1.8,2881.4,23.5,111.6,97.2,14.4,109.8,100.0,9.8,4.6,1447.7,1433.7,1110.3,1121.4,33,23.6,10.5,3.1,3.1,1.2,0.5,1.7,7.2,3.2,47.9,35.7,22.7,6.7,0.9,5.8,6.7,2.6,1.0,3.7,3.6,100634
