SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS,GP_PG,MIN_PG,FGA_PG,FTA_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FG_PCT_PG,FG3_PCT_PG,TEAM_ABBREVIATION,GP,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,USG_PCT,STOCKS_100
2021,Allisha Gray,1628277,95.3,98.5,-3.2,40.0,147.5,-107.5,104.3,63.0,64.0,10.0,12.2,126.9,1,34.4,5.0,2.0,9.0,6.0,2.0,1.0,1.0,1.0,60.0,100.0,DAL,1,13.8,9.2,1.5,7.7,3.1,1.5,1.5,1.5,10.9,3.0
2021,Reshanda Gray,204334,155.8,100.3,55.6,101.2,122.0,-20.9,76.5,14.8,16.0,58.3,54.1,30.7,1,9.0,3.0,1.0,8.0,2.0,1.0,1.0,0.0,2.0,100.0,100.0,NYL,1,47.1,11.8,5.9,5.9,5.9,5.9,0.0,11.8,36.8,5.9
2021,Sylvia Fowles,201480,101.6,105.6,-4.0,63.0,128.0,-65.1,61.1,65.0,64.4,15.9,16.4,129.4,1,32.4,9.0,6.0,17.0,8.0,2.0,1.0,2.0,1.0,66.7,0.0,MIN,1,25.8,12.1,3.0,9.1,3.0,1.5,3.0,1.5,19.4,4.5
2021,Sue Bird,100720,100.9,103.3,-2.4,63.9,120.2,-56.3,53.8,69.4,62.9,15.6,16.6,132.3,1,36.7,12.0,2.0,16.0,3.0,5.0,1.0,0.0,2.0,41.7,50.0,SEA,1,22.9,4.3,0.0,4.3,7.1,1.4,0.0,2.9,21.4,1.4
2021,Isabelle Harrison,204330,96.4,103.3,-6.8,61.1,115.0,-53.9,47.0,55.0,56.2,18.0,20.0,111.1,1,29.3,13.0,2.0,9.0,10.0,1.0,0.0,0.0,1.0,30.8,0.0,DAL,1,16.1,17.9,3.6,14.3,1.8,0.0,0.0,1.8,27.1,0.0
2021,Ruthy Hebard,1630113,114.2,61.8,52.4,108.0,98.5,9.5,42.9,25.4,27.5,751.1,750.3,52.9,5,3.1,0.4,0.0,0.8,0.2,0.0,0.0,0.0,0.0,100.0,0.0,CHI,5,13.3,3.3,0.0,3.3,0.0,0.0,0.0,0.0,7.9,0.0
2021,DiDi Richards,1630459,143.7,119.3,24.4,99.6,116.1,-16.5,40.9,20.9,21.0,52.2,49.1,41.8,1,12.4,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,100.0,100.0,NYL,1,22.7,4.5,0.0,4.5,0.0,0.0,0.0,0.0,9.6,0.0
2021,Moriah Jefferson,1627669,93.5,96.7,-3.2,77.3,120.8,-43.5,40.3,47.1,45.5,25.9,30.6,92.6,1,25.3,7.0,0.0,9.0,2.0,4.0,2.0,0.0,4.0,57.1,33.3,DAL,1,18.8,4.2,0.0,4.2,8.3,4.2,0.0,8.3,23.4,4.2
2021,Beatrice Mompremier,1629492,147.5,114.7,32.8,104.5,106.5,-2.0,34.8,12.9,13.1,292.9,295.9,26.0,2,3.4,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,50.0,0.0,CON,2,14.3,14.3,0.0,14.3,7.1,0.0,0.0,7.1,23.3,0.0
2021,Natisha Hiedeman,1629567,115.3,96.9,18.3,99.5,114.0,-14.4,32.8,131.0,130.0,174.8,179.0,261.0,4,18.0,5.5,1.8,9.0,0.8,3.0,0.8,0.5,0.5,50.0,60.0,CON,4,26.1,2.2,1.4,0.7,8.7,2.2,1.4,1.4,20.7,3.6
