SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS
1997,Molly Tuter,100057,105.4,51.0,54.4,94.0,90.2,3.8,50.6,6.6,5.9,2089.2,2090.2,12.5
1997,Cassandra Crumpton-Moorer,100110,99.6,53.0,46.6,93.8,90.7,3.1,43.5,19.1,18.9,2122.3,2134.0,38.0
1997,Tamecka Dixon,100008,102.8,91.4,11.5,93.5,103.8,-10.3,21.8,1293.2,1316.7,799.0,788.2,2609.9
1997,Chantel Tremitiere,100022,95.3,103.6,-8.3,91.6,119.0,-27.4,19.2,1891.9,1895.3,139.7,131.0,3787.2
1997,Michele Timms,100029,95.7,89.0,6.7,84.1,96.2,-12.1,18.9,1791.2,1787.3,304.6,308.8,3578.5
1997,Kim Perrot,100083,107.4,91.6,15.8,94.9,96.2,-1.2,17.1,1335.8,1337.4,746.8,728.8,2673.1
1997,Teresa Weatherspoon,100101,96.5,90.0,6.5,81.8,91.9,-10.1,16.5,1761.4,1761.1,380.0,391.7,3522.5
1997,Denique Graves,100021,81.9,76.9,5.0,96.2,106.9,-10.7,15.7,139.1,140.4,1878.5,1874.0,279.5
1997,Katrina Colleton,100009,102.8,92.6,10.2,95.3,99.9,-4.6,14.8,1119.2,1123.1,973.0,981.8,2242.2
1997,Ruthie Bolton,100016,98.2,104.0,-5.8,87.0,107.0,-20.0,14.1,1481.1,1486.3,536.5,528.0,2967.4
1997,Marcie Alberts,100158,105.5,89.8,15.7,97.6,95.6,2.0,13.7,58.8,56.8,1939.1,1945.9,115.6
1997,Haixia Zheng,100006,106.0,95.8,10.2,92.7,96.2,-3.5,13.7,1032.9,1028.0,1059.3,1077.0,2060.8
1997,Umeki Webb,100035,96.9,88.8,8.1,87.8,92.8,-5.1,13.1,1445.2,1423.8,650.6,672.2,2869.0
1997,Elena Baranova,100043,90.1,102.1,-12.1,82.7,107.7,-24.9,12.9,1636.6,1627.3,397.6,406.7,3263.9
1997,Lisa Leslie,100003,102.0,96.1,5.9,88.8,95.6,-6.8,12.7,1662.0,1665.6,430.2,439.4,3327.6
1997,Michelle Edwards,100088,102.7,94.9,7.9,92.1,96.2,-4.1,11.9,1078.4,1079.3,919.5,923.4,2157.7
1997,Isabelle Fijalkowski,100089,99.9,94.1,5.8,92.7,98.7,-6.0,11.8,1419.8,1420.3,578.1,582.4,2840.1
1997,Andrea Stinson,100059,96.5,94.6,1.8,84.3,94.1,-9.8,11.7,1821.1,1812.2,208.8,208.2,3633.3
1997,Dena Head,100045,89.8,97.8,-8.0,87.8,107.2,-19.4,11.3,846.6,851.8,1187.6,1182.2,1698.5
1997,Bridget Pettis,100031,97.1,90.3,6.8,85.2,89.4,-4.2,11.0,1558.2,1562.6,537.6,533.5,3120.8
1997,Vicky Bullett,100058,96.1,93.2,3.0,92.2,99.4,-7.2,10.1,1565.8,1560.8,464.0,459.6,3126.6
1997,Cynthia Cooper,100073,105.0,94.2,10.9,88.4,86.6,1.8,9.1,1821.2,1804.0,261.3,262.1,3625.2
1997,Sophia Witherspoon,100105,95.1,89.5,5.6,89.5,93.0,-3.5,9.1,1654.3,1662.8,487.1,490.1,3317.1
1997,Lynette Woodard,100090,100.1,94.7,5.4,94.1,96.8,-2.8,8.2,1253.8,1271.5,744.1,731.2,2525.2
1997,Milica Vukadinovic,100066,109.6,101.6,8.0,95.0,94.5,0.5,7.5,32.8,30.5,1997.0,1989.9,63.4
1997,Monique Ambers,100036,85.0,74.4,10.6,94.8,91.4,3.4,7.3,152.9,164.0,1942.9,1932.1,316.9
1997,Pam McGee,100020,99.6,106.3,-6.7,88.6,102.5,-13.9,7.2,1208.5,1206.9,809.1,807.5,2415.4
1997,Catarina Pollini,100079,92.5,76.5,15.9,103.9,94.7,9.1,6.8,165.5,171.2,1917.0,1895.0,336.6
1997,Sheryl Swoopes,100072,105.0,89.9,15.1,102.7,93.6,9.1,6.1,236.1,230.2,1846.4,1835.9,466.3
1997,Kym Hampton,100102,95.0,89.1,6.0,92.1,92.3,-0.1,6.1,1273.2,1289.1,868.2,863.7,2562.3
1997,Rebecca Lobo,100002,95.5,91.1,4.4,85.3,86.9,-1.5,6.0,1801.5,1787.9,339.9,364.9,3589.4
1997,Judy Mosley-McAfee,100018,99.7,105.3,-5.6,93.7,104.6,-11.0,5.4,512.6,500.6,1505.0,1513.7,1013.2
1997,Sue Wicks,100104,94.1,86.8,7.3,93.8,91.7,2.0,5.3,600.4,609.3,1541.0,1543.5,1209.7
1997,Wanda Guyton,100074,104.2,92.2,11.9,101.3,94.6,6.7,5.3,1216.4,1213.1,866.2,853.1,2429.4
1997,Tina Thompson,100076,104.4,93.7,10.8,97.0,91.5,5.5,5.3,1668.1,1638.8,414.4,427.4,3306.9
1997,Marlies Askamp,100037,96.0,89.2,6.8,92.4,90.8,1.6,5.2,952.8,959.4,1143.0,1136.6,1912.2
1997,Greta Koss,100055,89.9,101.1,-11.2,88.2,103.9,-15.7,4.5,478.1,485.5,1556.1,1548.5,963.6
1997,Andrea Congreaves,100065,98.4,96.3,2.2,90.7,92.2,-1.5,3.7,1189.7,1182.3,840.2,838.1,2372.0
1997,Adrienne Johnson,100100,99.1,93.9,5.2,97.6,95.8,1.8,3.4,337.0,329.2,1660.9,1673.5,666.1
1997,Katasha Artis,100067,94.5,91.0,3.5,95.3,95.0,0.3,3.2,202.2,200.1,1827.7,1820.4,402.2
1997,Jessie Hicks,100048,92.6,105.6,-12.9,87.4,102.6,-15.1,2.2,467.4,466.1,1566.8,1567.9,933.5
1997,"Penny McCray, Nikki (",100069,92.5,90.8,1.7,97.8,98.2,-0.4,2.1,991.0,989.6,1038.8,1030.8,1980.6
1997,Sharon Manning,100063,93.8,92.0,1.8,96.1,96.2,-0.1,1.9,765.4,776.2,1264.4,1244.3,1541.6
1997,Raegan Scott,100049,86.1,99.0,-12.9,88.7,103.4,-14.7,1.8,88.2,86.8,1946.0,1947.2,175.1
1997,Latasha Byears,100027,95.7,104.8,-9.1,94.6,104.8,-10.3,1.2,1171.5,1175.8,846.1,838.6,2347.3
1997,Wendy Palmer,100046,88.3,102.7,-14.5,90.4,105.6,-15.2,0.7,1682.6,1679.0,351.6,355.0,3361.6
1997,Nicole Levesque,100155,95.0,94.1,0.9,95.5,95.2,0.3,0.7,1117.5,1118.0,912.4,902.4,2235.5
1997,Rushia Brown,100097,96.1,93.4,2.7,99.2,97.0,2.2,0.5,879.3,868.2,1118.6,1134.5,1747.5
1997,Pietra Gay,100081,100.6,90.5,10.1,103.0,93.2,9.7,0.4,24.8,23.2,2057.7,2043.0,48.0
1997,Danielle Viglione,100028,102.2,111.4,-9.2,95.0,104.7,-9.6,0.4,48.0,44.0,1969.6,1970.4,92.0
1997,Kim Williams,100050,88.8,103.5,-14.6,88.4,102.9,-14.6,-0.1,1126.6,1114.1,907.6,919.9,2240.7
1997,Vickie Johnson,100103,95.1,91.9,3.2,91.0,86.8,4.2,-0.9,1495.0,1498.5,646.4,654.3,2993.6
