SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS,GP_PG,MIN_PG,FGA_PG,FTA_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FG_PCT_PG,FG3_PCT_PG,TEAM_ABBREVIATION,GP,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,USG_PCT,STOCKS_100
2006,Nikki Teasley,100724,93.4,95.9,-2.6,58.6,120.7,-62.1,59.5,120.0,118.8,23.9,23.2,238.8,2,33.7,10.5,3.5,10.0,5.0,4.0,0.5,0.0,3.5,33.3,0.0,WAS,2,15.5,7.8,0.8,7.0,6.2,0.8,0.0,5.4,25.9,0.8
2006,Charlotte Smith,100371,138.9,104.2,34.7,96.1,116.5,-20.5,55.2,2.9,2.9,140.5,139.9,5.8,1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IND,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006,Tiffany Stansbury,200699,166.7,131.2,35.5,95.1,102.4,-7.3,42.8,12.0,13.0,332.3,327.2,25.0,2,3.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,LAS,2,0.0,7.1,0.0,7.1,7.1,0.0,7.1,0.0,0.0,7.1
2006,Edwige Lawson-Wade,101018,146.1,107.3,38.9,98.1,101.9,-3.8,42.6,19.2,21.4,192.6,190.4,40.6,3,3.7000000000000006,1.3,0.6999999999999998,1.3,0.0,0.3,0.0,0.0,0.0,25.0,25.0,SEA,3,20.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,25.1,0.0
2006,Tully Bevilaqua,100284,102.4,113.2,-10.8,76.3,128.9,-52.7,41.9,113.2,114.8,30.2,27.9,228.1,2,31.0,5.0,3.0,4.5,3.0,1.0,0.5,0.0,0.0,20.0,33.3,IND,2,7.6,5.0,0.0,5.0,1.7,0.8,0.0,0.0,11.2,0.8
2006,Tamika Catchings,100646,92.6,103.1,-10.5,110.2,161.7,-51.5,41.0,108.0,110.6,35.4,32.2,218.6,2,30.9,15.5,3.0,14.0,6.0,3.5,1.0,0.5,3.0,32.3,50.0,IND,2,23.9,10.3,1.7,8.5,6.0,1.7,0.9,5.1,36.7,2.6
2006,Katie Douglas,100666,100.0,88.9,11.1,82.1,105.2,-23.1,34.2,216.0,219.4,142.5,139.7,435.3,4,31.0,11.3,1.3,12.0,3.8,2.5,1.0,0.3,2.8,40.0,29.6,CON,4,20.6,6.4,2.6,3.9,4.3,1.7,0.4,4.7,27.2,2.1
2006,Sheryl Swoopes,100072,105.3,128.0,-22.7,90.1,145.3,-55.2,32.5,107.3,110.1,31.1,30.3,217.4,2,31.8,9.0,4.0,11.0,2.5,1.5,1.0,1.0,1.0,38.9,16.7,HOU,2,19.1,4.3,0.0,4.3,2.6,1.7,1.7,1.7,21.9,3.4
2006,Katie Smith,100404,105.6,96.9,8.7,82.7,105.6,-22.9,31.6,661.9,670.1,56.8,51.2,1332.0,10,37.1,11.7,3.4,14.7,2.5,4.0,0.5,0.0,2.4,43.6,40.0,DET,10,20.9,3.6,1.0,2.6,5.7,0.7,0.0,3.4,23.6,0.7
2006,Chasity Melvin,100433,89.0,92.0,-3.0,84.5,118.9,-34.4,31.4,98.9,100.0,45.0,42.0,198.9,2,28.8,7.5,2.0,5.5,7.5,0.0,0.0,0.0,2.5,33.3,0.0,WAS,2,10.1,13.8,9.2,4.6,0.0,0.0,0.0,4.6,22.0,0.0
