alpha,cv_rmse
100.0,101.94697418212891
168.7612475788147,101.87464447021485
284.8035868435802,101.80291900634765
480.6380863064389,101.74069671630859
811.1308307896873,101.69551544189453
1368.8745095370807,101.67042236328125
2310.1297000831582,101.66366424560547
3898.603702549072,101.67125549316407
6579.332246575683,101.68945922851563
11103.363181676366,101.71467590332031
18738.17422860383,101.7423812866211
31622.776601683792,101.76791381835938
