SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
2009,Sancho Lyttle,ATL,2.9,1.06,3.96,3662.8,25.7,108.3,99.5,8.8,93.8,107.1,-13.3,22.1,1842.0,1820.8,898.9,908.7,34,27.4,13.0,7.5,1.5,2.0,0.6,1.9,10.7,3.0,50.7,0.0,23.0,13.2,3.7,9.5,2.7,3.5,1.1,3.3,4.6,101023
2009,Hamchetou Maiga-Ba,SAC,2.39,1.03,3.42,2511.0,27.4,109.6,102.8,6.8,97.6,106.3,-8.7,15.5,1241.1,1269.9,1273.3,1294.9,34,19.9,8.9,2.6,1.1,0.9,0.2,1.5,7.5,2.3,48.6,0.0,22.5,6.6,2.5,4.1,2.7,2.3,0.6,3.9,2.9,100731
2009,Tamika Catchings,IND,0.84,2.3,3.14,4006.3,28.3,103.6,94.6,9.0,95.6,108.6,-13.1,22.1,1998.4,2007.8,548.4,547.7,34,31.6,14.9,7.2,3.0,2.9,0.5,2.5,11.8,5.3,38.3,32.8,24.1,11.7,4.1,7.5,4.9,4.7,0.8,4.1,5.5,100646
2009,Katie Douglas,IND,0.89,2.25,3.14,3718.2,31.3,103.7,93.9,9.8,97.0,107.7,-10.7,20.5,1851.9,1866.3,694.9,689.2,31,32.0,17.3,3.7,2.7,1.8,0.2,2.4,14.6,3.9,40.7,34.2,27.5,5.9,1.2,4.7,4.3,2.9,0.4,3.8,3.3,100666
2009,Alexis Hornbuckle,DET,1.35,1.48,2.83,3078.6,20.0,105.9,100.4,5.5,99.1,106.4,-7.3,12.7,1533.0,1545.6,1020.2,1012.4,32,26.5,6.7,4.9,2.7,1.3,0.3,2.2,6.7,1.5,38.0,39.1,12.7,9.4,2.7,6.7,5.1,2.5,0.5,4.1,3.0,201487
2009,Candace Parker,LAS,-0.25,2.87,2.62,2888.2,24.8,101.7,95.3,6.4,100.3,107.0,-6.6,13.0,1451.9,1436.4,1042.5,1048.0,25,32.6,13.1,9.8,2.6,0.6,2.1,2.2,10.8,3.2,48.5,20.8,21.4,15.9,3.9,12.0,4.2,1.0,3.5,3.6,4.5,201496
2009,Tasha Humphrey,MIN,1.64,0.64,2.28,1501.6,26.4,110.4,103.7,6.7,104.1,109.6,-5.6,12.3,752.4,749.1,1948.6,1961.0,28,14.5,6.1,2.6,0.4,0.5,0.3,0.7,5.9,1.1,37.3,31.0,21.0,8.9,1.6,7.3,1.4,1.6,1.1,2.5,2.7,201488
2009,Temeka Johnson,PHO,2.67,-0.42,2.25,3598.1,20.6,115.3,108.8,6.5,108.5,113.3,-4.8,11.3,1828.7,1769.4,963.0,966.1,34,26.4,9.6,3.5,4.6,0.9,0.1,2.2,8.2,1.5,44.8,41.9,17.3,6.3,0.4,5.9,8.3,1.5,0.2,4.0,1.7,101024
2009,Seimone Augustus,MIN,2.07,0.17,2.24,680.8,32.1,121.7,104.3,17.4,103.8,109.4,-5.6,23.0,337.6,343.1,2230.1,2242.8,6,29.7,21.0,4.2,1.5,2.0,0.5,2.2,14.3,3.5,57.0,64.3,34.7,6.9,1.1,5.8,2.5,3.3,0.8,3.6,4.1,200671
2009,Nakia Sanford,WAS,0.71,1.49,2.2,2452.9,23.0,103.7,98.8,4.8,97.8,104.4,-6.6,11.4,1214.6,1238.3,1336.1,1324.1,34,19.5,6.3,4.3,0.6,0.8,0.4,2.1,4.8,3.0,47.0,0.0,15.8,10.9,4.1,6.8,1.6,1.9,1.0,5.4,2.9,100556
