SEASON,PLAYER_NAME,TEAM_ABBREVIATION,ORAPM,DRAPM,RAPM,POSS,USG_PCT,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,GP_PG,MIN_PG,PTS_PG,REB_PG,AST_PG,STL_PG,BLK_PG,TOV_PG,FGA_PG,FTA_PG,FG_PCT_PG,FG3_PCT_PG,PTS_100,REB_100,OREB_100,DREB_100,AST_100,STL_100,BLK_100,TOV_100,STOCKS_100,PLAYER_ID
2025,A'ja Wilson,LVA,3.13,2.43,5.56,4798.2,36.5,115.1,103.4,11.7,95.4,115.0,-19.6,31.3,2399.6,2398.6,954.8,929.6,40,31.2,23.4,10.2,3.1,1.6,2.3,2.2,16.5,7.3,50.5,42.4,37.6,16.3,3.6,12.7,4.9,2.6,3.7,3.5,6.300000000000001,1628932
2025,Naz Hillmon,ATL,2.34,2.38,4.72,4162.8,18.0,116.3,100.5,15.8,108.6,106.7,1.8,13.9,2067.9,2094.9,1194.4,1185.0,44,25.5,8.6,6.2,2.4,0.5,0.4,1.1,6.8,1.3,46.3,32.1,17.2,12.3,3.1,9.1,4.7,0.9,0.9,2.3,1.8,1631044
2025,Breanna Stewart,NYL,1.83,2.39,4.22,3653.6,30.4,111.5,101.9,9.6,107.8,109.7,-1.8,11.4,1832.1,1821.5,1542.6,1519.4,31,30.6,18.3,6.5,3.5,1.4,1.4,1.9,13.2,6.5,46.1,24.1,29.5,10.6,1.6,9.0,5.6,2.2,2.2,3.1,4.4,1627668
2025,Jordin Canada,ATL,1.08,2.77,3.85,2938.5,26.0,114.5,98.6,15.9,112.6,106.2,6.4,9.5,1455.8,1482.7,1806.5,1797.3,28,28.0,11.2,3.3,5.7,1.7,0.3,2.2,9.8,3.4,39.6,29.1,20.1,5.8,0.5,5.3,10.2,3.1,0.6,4.0,3.7,1628886
2025,Napheesa Collier,MIN,2.34,1.49,3.83,3985.3,33.2,116.6,100.7,15.9,111.3,104.1,7.2,8.6,1999.6,1985.7,1302.6,1317.9,33,32.3,22.9,7.3,3.2,1.6,1.5,2.1,15.7,5.2,53.1,40.3,36.2,11.6,3.0,8.6,5.0,2.6,2.4,3.4,5.0,1629483
2025,Natasha Mack,PHX,2.01,1.58,3.59,2323.3,13.2,114.5,101.3,13.2,105.1,105.7,-0.6,13.8,1155.6,1167.7,2201.7,2203.7,34,18.3,4.7,5.8,0.9,0.9,1.5,0.4,3.6,1.1,57.3,0.0,12.8,15.9,6.3,9.6,2.4,2.4,4.2,1.2,6.6,1630442
2025,Skylar Diggins,SEA,1.9,1.6,3.5,5116.0,27.7,109.8,103.5,6.3,99.6,108.6,-9.0,15.3,2567.0,2549.0,796.2,809.5,43,31.2,15.5,2.5,6.0,1.2,0.8,2.1,12.5,4.4,42.3,36.5,24.9,4.0,1.0,3.0,9.6,1.9,1.3,3.4,3.2,203400
2025,Alyssa Thomas,PHX,1.65,1.68,3.33,4707.8,28.2,111.0,103.0,8.0,102.1,106.9,-4.8,12.8,2349.5,2358.4,1007.8,1013.0,39,31.3,15.4,8.8,9.2,1.6,0.4,3.5,11.6,4.3,53.2,0.0,24.4,14.0,2.6,11.4,14.6,2.5,0.7,5.5,3.2,203826
2025,Aliyah Boston,IND,1.36,1.84,3.2,5038.4,25.9,112.3,104.4,7.8,105.6,113.6,-8.1,15.9,2510.2,2528.2,850.8,830.8,44,30.2,15.0,8.2,3.7,1.2,0.9,1.8,11.5,3.3,53.8,20.7,24.9,13.6,4.0,9.6,6.2,2.0,1.5,3.1,3.5,1641648
2025,Leïla Lacan,CON,0.56,2.64,3.2,2480.7,22.8,105.0,105.1,-0.1,98.3,119.3,-20.9,20.8,1243.1,1237.6,2061.0,2076.3,25,26.6,10.4,2.4,3.7,2.2,0.2,1.9,8.7,1.7,47.7,22.4,19.6,4.5,1.3,3.2,7.0,4.2,0.3,3.6,4.5,1642303
2025,Jackie Young,LVA,1.24,1.91,3.15,5107.5,27.5,112.4,104.2,8.2,100.0,114.6,-14.7,22.9,2560.1,2547.4,794.3,780.8,44,30.4,16.5,4.5,5.1,1.3,0.4,2.2,12.4,3.2,47.5,35.9,27.3,7.4,2.0,5.4,8.5,2.1,0.7,3.7,2.8,1629498
2025,Brionna Jones,ATL,1.83,1.25,3.08,4283.2,25.8,115.2,102.2,13.0,110.2,103.8,6.4,6.5,2135.3,2147.8,1127.0,1132.1,44,26.6,12.8,7.3,2.2,1.1,0.8,1.5,9.7,3.0,52.7,26.1,24.6,13.9,5.9,8.0,4.1,2.1,1.6,2.8,3.7,1628280
2025,Satou Sabally,PHX,2.14,0.9,3.04,3957.8,34.0,112.5,103.8,8.7,102.3,104.8,-2.4,11.2,1983.5,1974.3,1373.8,1397.1,39,26.6,16.3,5.9,2.5,1.3,0.3,2.0,13.2,4.7,40.4,32.1,30.2,11.0,2.6,8.4,4.7,2.3,0.6,3.7,2.9,1630149
2025,Allisha Gray,ATL,2.51,0.48,2.99,5363.9,27.0,114.7,103.6,11.1,107.5,98.7,8.8,2.3,2675.6,2688.3,586.7,591.6,42,34.5,18.4,5.3,3.5,1.1,0.4,1.8,13.0,5.5,45.1,38.4,27.3,7.9,1.3,6.6,5.2,1.6,0.5,2.6,2.1,1628277
2025,Courtney Williams,MIN,0.8,2.15,2.95,4731.9,29.8,113.6,100.8,12.8,116.8,105.3,11.5,1.4,2367.2,2364.7,935.0,938.9,44,28.6,13.6,4.9,6.2,1.3,0.3,2.3,13.2,1.2,42.8,38.9,24.0,8.7,0.9,7.7,10.9,2.2,0.6,4.1,2.8000000000000003,1627675
2025,Veronica Burton,GSV,1.21,1.71,2.92,4678.2,24.0,107.5,104.1,3.3,102.3,106.6,-4.3,7.6,2349.4,2328.8,871.7,870.3,44,29.4,11.9,4.4,6.0,1.1,0.6,2.1,8.8,4.3,38.7,34.5,21.4,7.8,2.0,5.8,10.8,2.0,1.1,3.8,3.1,1631007
2025,Kayla McBride,MIN,1.36,1.56,2.92,4590.3,23.6,113.9,101.6,12.2,115.9,103.0,12.8,-0.6,2295.1,2295.2,1007.1,1008.4,39,31.3,14.2,2.3,3.5,1.3,0.1,1.7,11.0,2.7,41.6,39.5,23.1,3.7,0.4,3.3,5.7,2.0,0.1,2.8,2.1,203825
2025,Natisha Hiedeman,MIN,2.26,0.63,2.89,3119.7,25.1,116.7,102.7,14.0,112.6,101.5,11.1,2.9,1554.0,1565.7,1748.2,1737.9,44,18.9,9.1,1.9,2.8,0.7,0.2,1.2,7.0,1.5,49.2,37.1,23.9,4.9,0.7,4.3,7.4,1.9,0.5,3.2,2.4,1629567
2025,Monique Akoa Makani,PHX,-0.11,2.82,2.71,3293.8,20.4,109.4,99.4,10.0,107.4,108.8,-1.4,11.4,1654.2,1639.6,1703.1,1731.8,41,21.5,7.7,2.2,2.7,0.8,0.1,1.3,6.5,1.0,43.0,39.8,18.0,5.2,1.4,3.8,6.3,1.8,0.2,3.1,2.0,1642777
2025,Kaila Charles,GSV,1.61,1.03,2.64,2245.6,22.0,111.3,105.7,5.6,104.9,105.0,-0.1,5.7,1131.0,1114.6,2591.6,2567.4,35,17.6,6.4,4.3,1.0,0.8,0.2,1.1,5.4,1.4,42.0,34.7,18.7,12.5,3.9,8.6,2.9,2.4,0.6,3.2,3.0,1630097
2025,Julie Allemand,LAS,2.27,0.22,2.49,3720.3,12.1,114.4,111.4,3.0,105.7,114.8,-9.1,12.1,1849.0,1871.3,1556.8,1558.6,34,28.3,5.4,3.7,5.0,1.3,0.0,1.6,4.7,0.6,44.0,27.7,9.3,6.5,0.7,5.8,8.6,2.3,0.1,2.7,2.4,1627700
2025,Dearica Hamby,LAS,2.09,0.33,2.42,5304.9,30.0,112.4,112.1,0.4,103.5,115.9,-12.4,12.7,2636.0,2668.9,769.8,761.0,44,31.2,18.4,7.9,3.3,1.6,0.5,2.7,12.9,5.4,57.2,27.8,29.1,12.5,4.1,8.5,5.2,2.5,0.8,4.2,3.3,204324
2025,Natasha Howard,IND,1.71,0.67,2.38,4034.5,25.0,113.7,105.6,8.2,105.8,108.4,-2.6,10.8,2012.8,2021.7,1348.2,1337.2,44,24.1,11.4,6.6,1.5,1.2,0.6,1.9,8.2,3.0,55.2,18.2,23.4,13.5,4.0,9.5,3.1,2.4,1.2,4.0,3.5999999999999996,203827
2025,Gabby Williams,SEA,0.35,1.85,2.2,5301.2,22.1,108.3,103.2,5.1,104.0,110.4,-6.4,11.4,2662.1,2639.0,701.0,719.5,44,31.6,11.6,4.3,4.2,2.3,0.5,1.9,10.7,1.7,42.2,30.5,18.4,6.8,0.9,6.0,6.7,3.6,0.8,3.0,4.4,1628931
2025,Lexie Hull,IND,1.33,0.84,2.17,4486.0,15.7,112.1,105.6,6.5,107.5,108.9,-1.5,8.0,2250.7,2235.2,1110.3,1123.7,44,27.0,7.2,4.3,1.8,1.2,0.2,0.9,6.8,0.8,39.5,36.7,13.3,8.0,2.6,5.4,3.3,2.1,0.3,1.7,2.4,1631086
2025,Chelsea Gray,LVA,3.11,-0.96,2.15,5179.0,21.4,114.0,107.5,6.5,93.9,103.8,-9.9,16.4,2600.3,2578.6,754.1,749.5,44,31.1,11.2,3.9,5.4,1.4,0.6,2.8,8.8,2.4,43.9,36.8,18.1,6.4,0.9,5.4,8.8,2.3,1.0,4.6,3.3,203833
2025,Kayla Thornton,GSV,0.73,1.26,1.99,2464.1,28.1,106.7,103.8,2.9,105.7,105.4,0.3,2.6,1233.4,1230.7,1987.6,1968.5,22,30.1,14.0,7.0,1.5,1.3,0.2,1.6,12.5,3.7,36.2,28.2,23.7,11.9,3.1,8.8,2.5,2.2,0.4,2.8,2.6,203866
2025,Tiffany Hayes,GSV,0.97,0.98,1.95,2507.8,25.6,108.8,104.0,4.8,104.4,105.3,-1.0,5.8,1255.6,1252.2,1965.4,1946.9,26,26.9,11.7,3.8,3.0,0.5,0.2,1.9,9.1,3.1,41.8,40.6,22.7,7.5,1.3,6.1,5.8,1.0,0.3,3.7,1.3,203026
2025,Alanna Smith,MIN,2.25,-0.32,1.93,4126.9,20.5,115.7,103.8,11.9,112.4,99.1,13.3,-1.4,2063.1,2063.8,1239.1,1239.8,42,26.5,9.6,5.1,2.9,1.3,1.9,1.5,7.9,1.5,48.5,32.9,18.7,9.9,3.0,6.9,5.6,2.5,3.7,3.0,6.2,1629501
2025,Sami Whitcomb,PHX,1.59,0.28,1.87,3968.2,21.7,110.6,105.3,5.3,105.1,102.6,2.5,2.8,1972.5,1995.7,1384.8,1375.7,43,23.9,9.1,2.6,2.5,0.8,0.2,1.6,7.8,1.3,38.5,36.1,18.5,5.4,0.8,4.6,5.1,1.6,0.3,3.2,1.9000000000000001,1628244
2025,Iliana Rupert,GSV,1.23,0.62,1.85,1740.1,20.8,111.5,103.6,7.9,104.1,105.3,-1.2,9.1,872.0,868.0,2349.0,2331.1,21,23.2,9.3,3.9,1.6,0.6,0.6,1.0,7.3,0.8,43.8,44.2,21.3,8.8,2.3,6.6,3.6,1.4,1.3,2.2,2.7,1630387
2025,Rhyne Howard,ATL,0.52,1.32,1.84,4242.0,28.6,113.3,102.8,10.5,113.7,102.6,11.1,-0.6,2124.0,2117.9,1138.3,1162.0,33,34.9,17.5,4.5,4.6,1.5,0.8,1.7,15.1,3.6,37.5,32.2,25.7,6.6,1.4,5.2,6.8,2.3,1.2,2.5,3.5,1631009
2025,Leonie Fiebich,NYL,0.17,1.58,1.75,3953.8,14.8,110.2,103.3,6.9,109.3,108.6,0.7,6.2,1983.4,1970.3,1391.2,1370.6,37,28.1,8.7,3.5,1.7,0.9,0.4,1.2,6.0,1.7,48.9,42.5,15.4,6.3,1.1,5.2,3.1,1.6,0.7,2.2,2.3,1630142
2025,Maya Caldwell,ATL,1.0,0.69,1.69,2797.6,17.8,114.3,103.0,11.3,112.8,102.6,10.2,1.1,1388.9,1408.8,1873.4,1871.2,41,18.5,5.4,3.1,1.8,0.9,0.2,1.0,4.8,0.5,42.6,35.5,14.9,8.6,2.2,6.3,5.0,2.5,0.5,2.7,3.0,1630471
2025,Bridget Carleton,MIN,0.21,1.4,1.61,4594.1,13.1,113.1,101.6,11.5,117.7,103.2,14.5,-3.0,2299.6,2294.5,1002.6,1009.1,44,27.9,6.5,3.6,2.0,0.8,0.3,0.8,5.8,0.6,40.2,37.3,11.7,6.5,1.6,4.9,3.7,1.5,0.5,1.4,2.0,1629524
2025,Jonquel Jones,NYL,0.97,0.61,1.58,3133.9,26.1,111.6,104.8,6.7,108.3,106.0,2.3,4.4,1579.3,1554.6,1795.4,1786.2,31,26.8,13.6,8.1,2.7,0.5,1.1,2.1,9.9,2.9,49.0,42.4,25.4,15.1,2.7,12.4,5.1,0.9,2.0,3.9,2.9,1627673
2025,Sabrina Ionescu,NYL,0.82,0.76,1.58,4627.3,31.9,110.7,104.9,5.9,107.8,106.7,1.1,4.8,2330.6,2296.7,1044.0,1044.2,38,31.4,18.2,4.9,5.7,1.3,0.4,2.6,15.1,4.3,40.1,29.9,28.5,7.6,1.2,6.4,8.9,2.0,0.7,4.1,2.7,1629477
2025,Kiki Iriafen,WAS,1.34,0.22,1.56,4450.8,28.5,105.9,106.9,-1.0,97.5,108.0,-10.4,9.4,2203.7,2247.1,1078.6,1087.4,44,26.9,13.3,8.5,1.6,0.6,0.2,2.2,10.3,4.0,48.8,18.2,24.4,15.7,4.8,10.9,2.9,1.1,0.3,4.0,1.4000000000000001,1642792
2025,Maria Kliundikova,MIN,0.73,0.78,1.51,1393.2,23.3,114.6,101.7,12.9,114.5,102.2,12.3,0.6,695.3,698.0,2607.0,2605.6,34,11.0,4.4,3.0,0.6,0.7,0.8,0.7,3.8,0.6,50.0,32.0,19.4,13.4,5.7,7.8,2.5,3.3,3.4,3.0,6.699999999999999,1628926
2025,Sug Sutton,WAS,-0.29,1.8,1.51,4175.8,18.6,103.9,104.5,-0.6,101.9,111.9,-10.0,9.4,2075.9,2099.9,1206.4,1234.6,43,26.1,7.4,1.8,3.9,0.8,0.1,1.9,6.6,1.1,42.2,35.3,14.1,3.4,0.4,3.1,7.4,1.5,0.1,3.7,1.6,1630134
2025,Aerial Powers,IND,0.24,1.26,1.5,626.0,26.8,110.6,96.3,14.3,110.7,107.7,3.0,11.3,314.6,311.4,3058.6,3060.4,10,16.7,7.4,3.9,2.0,0.8,0.1,1.1,6.5,1.9,41.5,36.8,22.4,11.8,3.0,8.8,6.1,2.4,0.3,3.3,2.6999999999999997,1627672
2025,Kelsey Mitchell,IND,1.3,0.17,1.47,5327.2,32.0,112.0,106.4,5.6,104.9,107.8,-2.8,8.4,2665.2,2662.0,695.8,697.0,44,31.4,20.2,1.8,3.4,0.9,0.2,1.8,15.7,4.3,45.6,39.4,32.0,2.8,0.6,2.1,5.4,1.4,0.3,2.8,1.7,1628909
2025,Carla Leite,GSV,-0.33,1.7,1.37,2340.6,27.3,105.5,102.3,3.3,106.4,106.3,0.1,3.1,1176.9,1163.8,2044.2,2035.4,37,17.2,7.2,1.3,2.0,0.7,0.1,1.5,6.0,2.7,38.7,17.3,21.3,3.8,0.7,3.1,6.0,2.1,0.2,4.5,2.3000000000000003,1642304
2025,Brittney Sykes,SEA,0.61,0.73,1.34,4508.2,29.0,106.9,105.3,1.6,100.9,110.6,-9.6,11.2,2242.1,2266.1,1826.8,1856.9,39,30.6,14.1,3.2,4.0,1.2,0.4,2.5,11.7,5.6,38.1,30.4,22.9,5.1,0.8,4.3,6.4,2.0,0.6,4.1,2.6,1628279
2025,Erica Wheeler,SEA,1.03,0.3,1.33,4271.6,23.7,109.3,105.0,4.3,104.1,104.3,-0.2,4.5,2134.9,2136.8,1228.2,1221.8,44,25.6,10.3,2.7,3.3,1.3,0.2,1.5,9.5,1.1,40.0,37.3,19.9,5.2,0.7,4.5,6.3,2.5,0.4,3.0,2.9,204365
2025,Rae Burrell,LAS,1.42,-0.13,1.29,2019.6,22.4,113.3,111.2,2.1,109.2,113.6,-4.4,6.6,1006.0,1013.7,2399.9,2416.2,28,18.4,7.5,2.3,1.2,0.6,0.2,0.9,6.4,1.7,43.3,32.8,19.6,6.0,1.7,4.4,3.2,1.5,0.6,2.3,2.1,1630996
2025,Anastasiia Olairi Kosu,MIN,0.83,0.44,1.27,288.3,29.6,125.8,96.6,29.2,114.0,102.3,11.7,17.5,142.3,146.0,3159.9,3157.6,21,3.8,1.7,0.7,0.2,0.0,0.2,0.3,1.4,0.7,44.8,0.0,21.3,9.1,6.1,3.0,3.0,0.6,2.4,4.3,3.0,1642797
2025,Nneka Ogwumike,SEA,0.72,0.5,1.22,5173.8,29.0,108.9,104.7,4.2,102.2,104.7,-2.5,6.7,2595.7,2578.2,767.4,780.4,44,30.9,18.3,7.0,2.3,1.1,0.4,1.9,14.0,2.7,51.9,36.7,29.5,11.4,2.2,9.2,3.6,1.8,0.7,3.1,2.5,203014
2025,Jewell Loyd,LVA,1.17,0.03,1.2,4766.2,21.3,111.6,106.7,4.9,104.2,106.5,-2.3,7.2,2392.4,2373.8,962.0,954.4,44,28.3,11.2,3.2,1.8,1.2,0.3,1.2,9.7,1.6,38.9,38.2,19.6,5.7,2.0,3.7,3.2,2.1,0.4,2.1,2.5,204319
2025,Nia Coffey,ATL,-0.41,1.38,0.97,1701.5,23.1,110.2,99.4,10.7,114.6,103.9,10.7,0.0,854.8,846.7,2407.5,2433.3,44,10.3,3.9,2.6,1.0,0.2,0.4,0.7,3.3,1.1,37.4,29.3,18.5,12.4,2.8,9.6,5.0,1.1,2.0,3.3,3.1,1628269
2025,Caitlin Clark,IND,1.19,-0.25,0.94,1574.2,36.1,114.2,108.0,6.3,109.4,106.3,3.1,3.1,787.0,787.2,2574.0,2571.7,13,31.0,16.5,5.0,8.8,1.6,0.5,5.1,15.1,3.8,36.7,27.9,25.4,7.7,0.1,7.6,13.6,2.5,0.8,7.8,3.3,1642286
2025,Rebekah Gardner,NYL,0.11,0.82,0.93,1881.9,15.6,109.6,103.0,6.6,109.9,106.4,3.5,3.1,947.0,934.9,2427.7,2406.0,41,12.2,3.7,1.8,0.6,0.6,0.2,0.6,2.7,0.7,50.0,47.6,15.1,7.3,2.7,4.7,2.5,2.5,0.7,2.3,3.2,203822
2025,Jessica Shepard,MIN,0.24,0.66,0.9,3148.6,20.0,112.1,102.4,9.6,116.7,101.7,15.0,-5.4,1567.1,1581.5,1735.1,1722.1,40,20.9,8.0,7.3,2.6,0.5,0.1,1.5,5.2,2.6,63.8,0.0,19.2,17.6,5.5,12.1,6.2,1.1,0.2,3.5,1.3,1629491
2025,Odyssey Sims,IND,0.05,0.76,0.81,2536.4,21.7,109.9,107.1,2.8,110.7,114.5,-3.7,6.5,1262.4,1274.0,2735.4,2749.1,24,27.9,10.1,2.4,3.8,0.7,0.0,1.4,9.0,2.3,41.4,32.8,18.0,4.2,0.7,3.5,6.7,1.3,0.1,2.5,1.4000000000000001,203824
