SEASON,PLAYER_NAME,PLAYER_ID,ON_ORTG,ON_DRTG,ON_NET,OFF_ORTG,OFF_DRTG,OFF_NET,ON_OFF,ON_POSS_O,ON_POSS_D,OFF_POSS_O,OFF_POSS_D,POSS
2000,Madinah Slaise,100497,140.2,87.3,52.9,101.5,105.5,-4.0,56.9,12.8,12.6,2268.8,2276.8,25.4
2000,Adia Barnes,100231,161.4,106.8,54.5,99.9,96.7,3.2,51.3,41.5,48.7,2385.3,2400.2,90.2
2000,LaCharlotte Smith,100339,107.4,68.4,39.1,100.8,103.5,-2.8,41.8,24.2,23.4,2245.3,2242.4,47.6
2000,Angela Aycock,100441,155.3,121.5,33.8,100.3,101.7,-1.4,35.2,20.0,21.4,2160.5,2129.7,41.4
2000,Chamique Holdsclaw,100356,105.3,104.5,0.7,83.7,113.4,-29.8,30.5,1968.1,2001.3,259.4,238.9,3969.4
2000,DeLisha Milton-Jones,100396,109.8,94.4,15.5,95.1,106.3,-11.2,26.6,1958.2,1942.1,591.0,588.2,3900.2
2000,Kristen Rasmussen,100552,100.4,92.1,8.2,85.2,100.5,-15.3,23.5,723.4,745.9,1303.8,1314.5,1469.3
2000,Mery Andrade,100428,103.8,90.6,13.2,96.4,106.7,-10.3,23.4,1498.8,1490.2,928.0,958.7,2989.0
2000,Shannon Johnson,100410,102.6,102.2,0.4,87.9,109.9,-22.0,22.4,2000.9,1982.9,268.6,282.9,3983.8
2000,Lisa Leslie,100003,107.0,93.8,13.2,103.9,111.1,-7.2,20.4,2053.7,2040.8,495.4,489.4,4094.5
2000,Ukari Figgs,100392,109.8,92.9,16.9,100.8,104.3,-3.5,20.4,1593.0,1579.9,956.2,950.4,3172.8
2000,Tamecka Dixon,100008,109.0,93.8,15.2,100.6,104.7,-4.1,19.3,1765.1,1752.1,784.1,778.1,3517.2
2000,Maria Stepanova,100227,98.6,77.2,21.4,107.3,104.4,2.9,18.5,280.0,273.4,1958.8,1982.8,553.4
2000,Mwadi Mabika,100012,108.0,94.0,14.0,101.9,106.5,-4.6,18.5,1899.4,1890.5,649.7,639.7,3790.0
2000,Andrea Lloyd-Curry,100402,105.2,93.5,11.7,99.0,104.5,-5.4,17.1,539.0,546.8,1631.5,1594.0,1085.8
2000,Sheryl Swoopes,100072,113.9,93.8,20.1,102.9,99.8,3.1,17.1,2188.3,2190.9,398.5,390.6,4379.2
2000,Teresa Weatherspoon,100101,101.9,95.3,6.6,98.2,108.7,-10.4,17.1,2157.8,2117.0,396.0,397.6,4274.8
2000,Cintia dos Santos,100514,102.8,99.0,3.8,97.6,110.3,-12.8,16.6,1431.0,1433.0,838.5,832.8,2864.0
2000,Marlies Askamp,100037,89.9,91.3,-1.3,91.1,108.7,-17.6,16.3,1314.4,1340.0,701.4,709.3,2654.4
2000,Chantel Tremitiere,100022,105.5,97.9,7.7,99.4,107.7,-8.3,16.0,524.9,518.0,1649.4,1646.7,1042.9
2000,Sue Wicks,100104,104.3,92.8,11.6,98.3,102.2,-4.0,15.5,1299.0,1286.1,1254.8,1228.5,2585.1
2000,Amanda Wilson,100380,155.5,135.3,20.3,105.8,100.8,5.0,15.3,17.4,20.0,2221.5,2236.2,37.3
2000,Katie Smith,100404,101.2,101.1,0.1,92.7,107.8,-15.1,15.1,2009.8,1978.4,160.7,162.4,3988.2
2000,Murriel Page,100199,104.7,104.6,0.1,94.5,109.3,-14.8,14.9,1804.3,1836.9,423.2,403.3,3641.2
2000,Sylvia Crawley,100529,97.1,99.2,-2.1,95.8,111.9,-16.1,14.0,1583.6,1583.3,630.8,636.4,3166.9
2000,Janeth Arcain,100075,113.9,93.1,20.8,106.9,100.0,6.9,13.9,1965.9,1969.5,620.9,612.0,3935.4
2000,Rhonda Mapp,100060,102.2,109.7,-7.4,94.9,114.8,-19.9,12.5,1450.6,1450.0,734.3,718.4,2900.5
2000,Dawn Staley,100372,100.6,110.4,-9.9,95.2,117.2,-21.9,12.1,1864.6,1861.2,320.2,307.2,3725.8
2000,Charmin Smith,100179,92.2,100.4,-8.2,85.3,105.5,-20.2,11.9,797.5,821.6,1264.5,1263.6,1619.2
2000,Dena Head,100045,104.9,89.8,15.1,106.3,102.6,3.7,11.4,258.2,262.8,1980.6,1993.4,521.0
2000,Tina Thompson,100076,113.9,94.7,19.2,102.7,94.8,7.9,11.3,2200.4,2198.7,386.4,382.8,4399.1
2000,Stephanie White,100370,103.7,102.5,1.2,98.2,108.2,-10.0,11.1,1072.8,1068.5,1101.6,1096.2,2141.2
2000,Taj McWilliams-Franklin,100412,102.0,102.6,-0.6,94.6,106.2,-11.6,11.0,1914.2,1903.2,355.2,362.7,3817.4
2000,Debbie Black,100359,90.7,93.5,-2.8,89.8,103.5,-13.7,10.9,1246.0,1268.5,769.9,780.8,2514.5
2000,Andrea Stinson,100059,102.0,112.2,-10.2,85.5,106.2,-20.7,10.5,1892.6,1883.1,292.3,285.3,3775.6
