GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
1029700085,1611661313,NYL,New York,100002,Rebecca Lobo,Rebecca,F,,37.000000:42,2.0,6.0,0.333,1.0,2.0,0.5,2.0,4.0,0.5,0.0,1.0,1.0,2.0,1.0,3.0,8.0,3.0,7.0,-7.0
1029700085,1611661313,NYL,New York,100103,Vickie Johnson,Vickie,F,,32.000000:14,5.0,13.0,0.385,1.0,3.0,0.333,2.0,2.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,3.0,5.0,13.0,2.0
1029700085,1611661313,NYL,New York,100102,Kym Hampton,Kym,C,,24.000000:43,6.0,11.0,0.545,0.0,0.0,0.0,5.0,5.0,1.0,3.0,3.0,6.0,2.0,2.0,0.0,1.0,4.0,17.0,13.0
1029700085,1611661313,NYL,New York,100101,Teresa Weatherspoon,Teresa,G,,35.000000:58,4.0,8.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,4.0,1.0,1.0,2.0,8.0,-6.0
1029700085,1611661313,NYL,New York,100105,Sophia Witherspoon,Sophia,G,,32.000000:33,3.0,15.0,0.2,3.0,7.0,0.429,2.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,0.0,5.0,4.0,11.0,4.0
1029700085,1611661313,NYL,New York,100106,Trena Trice-Hill,Trena,,,14.000000:12,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,8.0,-17.0
1029700085,1611661313,NYL,New York,100107,Kisha Ford,Kisha,,,11.000000:49,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-16.0
1029700085,1611661313,NYL,New York,100104,Sue Wicks,Sue,,,3.000000:23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-3.0
1029700085,1611661313,NYL,New York,100108,Rhonda Blades,Rhonda,,,7.000000:26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,-5.0
1029700085,1611661313,NYL,New York,100109,Jasmina Perazic-Gipe,Jasmina,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
1029700085,1611661318,SAC,Sacramento,100017,Bridgette Gordon,Bridgette,F,,38.000000:17,7.0,9.0,0.778,1.0,1.0,1.0,4.0,6.0,0.667,4.0,1.0,5.0,2.0,2.0,0.0,4.0,2.0,19.0,8.0
1029700085,1611661318,SAC,Sacramento,100027,Latasha Byears,Latasha,F,,35.000000:01,8.0,11.0,0.727,1.0,1.0,1.0,6.0,7.0,0.857,4.0,4.0,8.0,3.0,3.0,0.0,5.0,3.0,23.0,9.0
1029700085,1611661318,SAC,Sacramento,100020,Pam McGee,Pam,C,,34.000000:04,1.0,9.0,0.111,0.0,0.0,0.0,6.0,8.0,0.75,1.0,3.0,4.0,3.0,2.0,0.0,4.0,4.0,8.0,6.0
1029700085,1611661318,SAC,Sacramento,100016,Ruthie Bolton,Ruthie,G,,38.000000:41,6.0,15.0,0.4,1.0,6.0,0.167,2.0,2.0,1.0,0.0,7.0,7.0,4.0,1.0,0.0,1.0,2.0,15.0,7.0
1029700085,1611661318,SAC,Sacramento,100022,Chantel Tremitiere,Chantel,G,,39.000000:12,2.0,5.0,0.4,0.0,0.0,0.0,3.0,6.0,0.5,1.0,1.0,2.0,5.0,4.0,0.0,5.0,4.0,7.0,10.0
1029700085,1611661318,SAC,Sacramento,100023,Tajama Abraham,Tajama,,,10.000000:55,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,-1.0
1029700085,1611661318,SAC,Sacramento,100024,Corissa Yasen,Corissa,,,3.000000:02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1029700085,1611661318,SAC,Sacramento,100161,Laure Savasta,Laure,,,0.000000:48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0
1029700085,1611661318,SAC,Sacramento,100021,Denique Graves,Denique,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
1029700085,1611661318,SAC,Sacramento,100028,Danielle Viglione,Danielle,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
