GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
1022600018,1611661325,IND,Indiana,1629482,Sophie Cunningham,Sophie,F,,27:15,5.0,9.0,0.556,2.0,5.0,0.4,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,12.0,14.0
1022600018,1611661325,IND,Indiana,1628881,Monique Billings,Monique,F,,26:31,2.0,4.0,0.5,1.0,1.0,1.0,4.0,6.0,0.667,2.0,6.0,8.0,2.0,1.0,0.0,3.0,3.0,9.0,7.0
1022600018,1611661325,IND,Indiana,1641648,Aliyah Boston,Aliyah,C,,22:39,0.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,3.0,4.0,7.0,2.0,0.0,2.0,2.0,6.0,4.0,9.0
1022600018,1611661325,IND,Indiana,1628909,Kelsey Mitchell,Kelsey,G,,27:23,9.0,17.0,0.529,3.0,9.0,0.333,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,23.0,14.0
1022600018,1611661325,IND,Indiana,1642286,Caitlin Clark,Caitlin,G,,31:06,9.0,17.0,0.529,1.0,7.0,0.143,5.0,5.0,1.0,0.0,4.0,4.0,9.0,2.0,1.0,6.0,2.0,24.0,5.0
1022600018,1611661325,IND,Indiana,1631086,Lexie Hull,Lexie,,,12:45,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,-5.0
1022600018,1611661325,IND,Indiana,1642815,Makayla Timpson,Makayla,,,9:17,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-3.0
1022600018,1611661325,IND,Indiana,203024,Damiris Dantas,Damiris,,,10:37,1.0,4.0,0.25,1.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0
1022600018,1611661325,IND,Indiana,1630112,Tyasha Harris,Tyasha,,,16:03,3.0,4.0,0.75,1.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,-5.0
1022600018,1611661325,IND,Indiana,1643433,Raven Johnson,Raven,,,5:28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0
1022600018,1611661325,IND,Indiana,1628899,Myisha Hines-Allen,Myisha,,,10:56,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,5.0
1022600018,1611661325,IND,Indiana,1628278,Shatori Walker-Kimbrough,Shatori,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
1022600018,1611661320,LAS,Los Angeles,1630996,Rae Burrell,Rae,F,,28:56,4.0,10.0,0.4,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,10.0,-7.0
1022600018,1611661320,LAS,Los Angeles,203014,Nneka Ogwumike,Nneka,F,,31:45,3.0,5.0,0.6,1.0,2.0,0.5,3.0,4.0,0.75,0.0,5.0,5.0,0.0,3.0,1.0,3.0,2.0,10.0,-10.0
1022600018,1611661320,LAS,Los Angeles,204324,Dearica Hamby,Dearica,C,,29:24,6.0,8.0,0.75,0.0,1.0,0.0,4.0,5.0,0.8,1.0,7.0,8.0,1.0,2.0,0.0,4.0,4.0,16.0,-10.0
1022600018,1611661320,LAS,Los Angeles,1628878,Ariel Atkins,Ariel,G,,15:45,0.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,-14.0
1022600018,1611661320,LAS,Los Angeles,1628276,Kelsey Plum,Kelsey,G,,36:44,9.0,16.0,0.563,1.0,5.0,0.2,6.0,8.0,0.75,0.0,1.0,1.0,4.0,1.0,0.0,5.0,3.0,25.0,-10.0
1022600018,1611661320,LAS,Los Angeles,1642287,Cameron Brink,Cameron,,,18:51,4.0,6.0,0.667,0.0,2.0,0.0,3.0,4.0,0.75,1.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,11.0,2.0
1022600018,1611661320,LAS,Los Angeles,204365,Erica Wheeler,Erica,,,21:01,1.0,5.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,5.0,2.0,3.0
1022600018,1611661320,LAS,Los Angeles,1643462,Chance Gray,Chance,,,15:53,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,-1.0
1022600018,1611661320,LAS,Los Angeles,1643444,Ta'Niya Latson,Ta'Niya,,,1:41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1022600018,1611661320,LAS,Los Angeles,1628242,Emma Cannon,Emma,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
1022600018,1611661320,LAS,Los Angeles,1630148,Jihyun Park,Jihyun,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
