PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT
1628932,A'ja Wilson,A'ja,1611661319,LVA,28.0,6,3,3,0.5,51.7,12.5,23.3,0.535,0.9,1.9,0.5,4.2,5.7,0.75,1.7,12.0,13.7,4.0,1.9,0.5,3.5,1.2,1.7,5.0,30.2,1.9,62.8,3,0,56.8,25,27,9,32,33,7,12,16,46,54,6,15,14,39,38,4,12,39,50,57,3,29,70,15,7,31,8,3,2,8,1
1629501,Alanna Smith,Alanna,1611661324,MIN,28.0,12,7,5,0.583,51.7,5.9,11.4,0.52,2.1,5.2,0.412,2.1,3.0,0.7,2.4,7.1,9.6,5.2,3.2,2.3,3.0,0.5,5.5,3.9,16.1,5.6,48.0,0,0,43.6,1,8,1,17,30,48,58,19,26,39,17,42,39,45,28,28,29,25,29,21,8,49,21,25,48,22,23,13,2,25,1
1642293,Alissa Pili,Alissa,1611661324,MIN,24.0,3,3,0,1.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-120.0,-20.0,0,0,0.0,38,27,86,1,89,71,79,71,50,60,50,57,61,57,62,69,71,67,2,59,47,53,73,64,72,87,88,13,2,79,1
1641648,Aliyah Boston,Aliyah,1611661325,IND,23.0,2,0,2,0.0,51.3,11.9,20.6,0.577,0.0,0.0,0.0,2.4,3.2,0.75,4.8,19.0,23.8,4.8,3.2,0.8,3.2,1.6,4.8,4.0,26.2,-10.3,70.6,2,0,62.7,41,46,33,46,44,8,27,9,50,60,50,39,36,39,11,1,3,31,30,54,7,17,27,24,12,49,3,6,2,4,1
1628277,Allisha Gray,Allisha,1611661330,ATL,30.0,2,0,2,0.0,53.0,10.3,19.8,0.52,4.0,8.7,0.455,3.2,4.0,0.8,0.8,5.6,6.3,3.2,4.0,0.0,0.8,0.8,2.4,6.3,27.8,-17.5,38.6,0,0,42.9,41,46,33,46,14,14,32,19,6,15,12,25,26,33,54,44,50,52,21,59,33,42,64,6,8,61,40,13,2,27,1
202252,Alysha Clark,Alysha,1611661319,LVA,37.0,6,3,3,0.5,52.5,4.1,11.1,0.364,2.0,6.1,0.333,2.0,2.0,1.0,1.4,6.4,7.8,4.1,1.4,1.4,0.3,0.3,5.7,3.0,12.2,-0.3,31.3,0,0,29.4,25,27,9,32,17,57,59,57,28,28,29,44,50,1,44,35,39,38,57,37,45,50,18,40,55,36,58,13,2,59,1
203826,Alyssa Thomas,Alyssa,1611661323,CON,33.0,7,4,3,0.571,51.5,8.6,17.3,0.495,0.0,0.2,0.0,2.7,3.4,0.778,3.2,7.2,10.5,12.5,3.4,1.3,0.0,1.1,3.2,4.8,19.8,2.3,51.7,5,1,45.4,17,17,9,23,41,29,37,31,50,59,50,32,31,35,20,27,27,8,24,38,47,31,49,19,39,30,17,1,1,21,1
1631056,Amy Atwell,Amy,1611661317,PHO,27.0,1,0,1,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0,0,0.0,75,46,71,46,71,71,79,71,50,60,50,57,61,57,62,69,71,67,64,59,47,53,73,64,72,1,79,13,2,79,1
203838,Astou Ndour-Fall,Astou,1611661323,CON,30.0,3,1,2,0.333,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,37.5,0,0,25.0,38,39,33,44,1,71,79,71,50,60,50,57,61,57,62,69,71,3,64,59,47,53,73,64,72,3,44,13,2,68,1
204335,Betnijah Laney-Hamilton,Betnijah,1611661313,NYL,31.0,11,8,3,0.727,50.8,5.2,14.2,0.369,1.7,5.8,0.294,0.8,0.8,1.0,0.7,4.7,5.4,4.7,2.9,2.0,0.3,0.7,3.2,1.4,13.0,0.7,30.9,0,0,29.6,7,1,9,6,48,51,47,55,33,32,33,55,60,1,56,48,56,33,33,24,44,46,51,57,52,34,60,13,2,57,1
1627668,Breanna Stewart,Breanna,1611661313,NYL,30.0,11,8,3,0.727,51.6,9.5,25.0,0.382,1.5,5.8,0.261,6.2,7.5,0.817,3.5,9.5,13.1,5.0,3.3,2.0,2.4,1.1,2.5,6.9,26.8,7.0,59.9,5,0,55.2,7,1,9,6,35,19,6,52,36,31,36,5,7,31,16,13,17,27,26,25,12,32,61,5,11,19,9,1,2,9,1
1629524,Bridget Carleton,Bridget,1611661324,MIN,28.0,12,7,5,0.583,51.7,4.7,10.8,0.435,2.5,7.5,0.339,2.3,2.4,0.947,1.0,4.7,5.7,2.2,1.4,0.9,0.5,0.6,4.3,3.1,14.3,3.1,27.2,0,0,27.5,1,8,1,17,29,53,62,40,19,20,27,40,47,16,49,50,55,58,56,51,40,48,32,39,51,29,69,13,2,61,1
1628280,Brionna Jones,Brionna,1611661323,CON,29.0,7,4,3,0.571,52.1,10.2,21.1,0.482,0.0,0.4,0.0,3.8,4.9,0.769,5.3,4.1,9.4,3.8,5.3,1.5,1.5,3.0,5.6,4.9,24.1,-3.0,44.7,1,0,43.2,17,17,9,23,23,15,25,32,50,58,50,19,17,38,10,54,32,44,14,33,21,5,19,17,25,40,31,9,2,26,1
203398,Brittney Griner,Brittney,1611661317,PHO,34.0,2,0,2,0.0,47.5,10.5,20.2,0.52,0.8,1.6,0.5,5.6,8.1,0.7,1.6,7.3,8.9,0.0,3.2,0.8,3.2,1.6,4.8,5.6,27.4,-9.7,46.9,0,0,45.2,41,46,33,46,77,12,30,19,48,55,6,10,5,45,40,26,34,67,28,53,5,15,26,8,9,48,24,13,2,22,1
1641698,Caitlin Bickle,Caitlin,1611661323,CON,25.0,3,1,2,0.333,72.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0,0,25.0,38,39,33,44,1,71,79,71,50,60,50,57,61,57,2,69,2,67,64,59,47,53,73,64,72,3,63,13,2,68,1
1642286,Caitlin Clark,Caitlin,1611661325,IND,23.0,2,0,2,0.0,50.2,9.2,26.3,0.35,3.3,16.4,0.2,2.0,2.6,0.75,0.7,5.9,6.6,11.2,3.3,2.6,1.3,1.3,3.9,2.6,23.7,-17.1,56.9,0,0,52.6,41,46,33,46,55,21,5,58,14,2,45,46,44,39,57,39,48,9,25,16,23,24,40,46,26,60,10,13,2,10,1
1628508,Cecilia Zandalasini,Cecilia,1611661324,MIN,29.0,11,7,4,0.636,48.9,4.7,12.6,0.37,1.4,5.6,0.25,0.9,1.9,0.5,0.5,5.6,6.1,1.9,2.8,0.9,0.0,0.9,4.2,1.4,11.7,-6.5,21.8,0,0,22.9,7,8,8,16,69,54,51,54,38,33,37,54,54,50,59,43,52,60,36,50,47,38,35,56,57,46,73,13,2,73,1
1642298,Celeste Taylor,Celeste,1611661317,PHO,24.0,2,0,2,0.0,50.6,3.6,5.4,0.667,1.8,3.6,0.5,0.0,0.0,0.0,1.8,1.8,3.6,8.9,0.0,0.0,1.8,0.0,1.8,0.0,8.9,-19.6,32.0,0,0,26.8,41,46,33,46,51,62,74,3,30,47,6,57,61,57,33,66,63,12,64,59,17,53,68,64,63,65,55,13,2,64,1
203833,Chelsea Gray,Chelsea,1611661319,LVA,32.0,6,3,3,0.5,52.1,6.2,16.3,0.383,2.2,7.6,0.286,2.4,3.0,0.818,0.5,3.8,4.3,10.0,4.6,1.1,1.6,0.8,1.6,3.3,17.1,4.1,40.8,0,0,39.0,25,27,9,32,22,46,43,51,24,19,34,37,40,29,58,56,60,11,16,46,19,41,71,35,44,26,36,13,2,35,1
202664,Courtney Vandersloot,Courtney,1611661313,NYL,36.0,11,8,3,0.727,50.0,6.3,14.6,0.435,1.6,4.1,0.385,4.1,4.4,0.929,1.3,7.0,8.3,8.9,3.5,1.9,1.6,0.3,3.8,3.2,18.4,-3.2,48.6,0,0,44.1,7,1,9,6,56,45,45,41,35,44,20,18,19,19,46,31,36,13,22,26,20,51,42,37,41,41,21,13,2,23,1
1627675,Courtney Williams,Courtney,1611661324,MIN,31.0,12,7,5,0.583,51.8,9.7,23.3,0.415,1.8,4.0,0.444,3.1,3.4,0.913,1.0,6.2,7.2,10.4,5.4,2.1,0.4,0.7,3.2,3.4,24.2,0.0,50.6,0,0,48.6,1,8,1,17,27,18,13,46,31,45,14,28,32,23,48,37,46,10,13,23,41,44,50,33,24,35,19,13,2,15,1
203024,Damiris Dantas,Damiris,1611661325,IND,32.0,2,0,2,0.0,51.6,9.5,19.0,0.5,3.2,7.9,0.4,3.2,3.2,1.0,0.0,3.2,3.2,1.6,1.6,0.0,0.0,1.6,4.8,1.6,25.4,-27.0,30.0,0,0,33.3,41,46,33,46,38,20,34,23,17,17,18,25,36,1,62,59,66,63,53,59,47,17,27,55,15,71,63,13,2,47,1
201886,DeWanna Bonner,DeWanna,1611661323,CON,37.0,7,4,3,0.571,51.3,7.9,19.9,0.396,3.1,8.1,0.378,5.7,6.1,0.929,1.8,10.3,12.0,4.4,2.2,2.8,0.9,1.3,2.4,3.9,24.5,5.3,54.5,1,0,51.4,17,17,9,23,43,33,31,50,18,16,22,9,10,19,36,9,21,36,45,13,31,25,63,26,22,24,14,9,2,11,1
